VKGroup_1;VkGroup_2;Quantity;vk1_custom_id;vk2_custom_id
25117353;35486195;23;247;618
30022666;31516466;27;408;472
40167434;79138567;21;733;1248
24098496;57354358;43;227;1043
25117353;42811897;35;247;804
29439161;29559271;20;382;388
31805219;37684434;24;482;675
31480508;34215577;82;470;562
24098496;30328106;21;227;420
23213239;42307767;22;192;792
29534144;31038184;28;386;453
28950133;34116496;31;363;556
68995594;78019879;27;1162;1238
25205856;33489538;60;251;540
40202469;40527789;20;735;744
33080201;42307767;26;520;792
11283947;78423275;23;116;1240
40202469;12648877;22;735;125
113071474;29534144;20;1404;386
24089576;32375815;20;225;507
73476;25117353;42;39;247
25189523;31963425;20;250;489
26555975;38462835;23;298;695
932;35207911;33;8;608
28261334;91933860;31;343;1307
78019879;70228347;25;1238;1178
30022666;54295855;44;408;999
17655824;31976785;27;150;491
78019879;77988045;23;1238;1236
25421850;30525261;22;259;426
20629724;23213239;24;168;192
25205856;26858816;41;251;309
26858816;41437811;27;309;767
25205856;29599237;20;251;390
57846937;33393308;27;1046;537
63731512;161180646;23;1119;1512
31480508;56106344;65;470;1027
29559271;30447908;23;388;424
34168005;28556858;27;559;350
24098496;54384231;23;227;1002
24086381;30666517;27;224;437
38683579;60397113;20;699;1091
29559271;30975621;29;388;449
31963425;39321576;22;489;714
25232578;34215577;30;253;562
31480508;91933860;46;470;1307
30525261;29302425;22;426;375
57846937;58942429;28;1046;1071
34215577;32943546;23;562;519
51254145;16466790;24;958;143
37119411;47597391;29;665;892
33874468;34116496;30;550;556
31963425;90730773;21;489;1301
38415798;44759043;20;693;835
37119411;76256400;20;665;1220
29445319;60511457;21;383;1093
25346844;38683579;49;257;699
36184135;34274053;25;642;565
22798006;32615394;28;182;513
24086381;72197431;21;224;1192
78019879;83415396;21;1238;1264
33338722;33621085;20;531;544
24098496;31805219;27;227;482
30022666;24098496;80;408;227
29559271;65652356;32;388;1135
26750264;32422548;20;306;510
25153764;32194285;52;249;502
29832607;25346844;21;402;257
4325149;17655824;40;82;150
932;31319658;40;8;465
29302425;36868476;24;375;656
28477986;28556858;22;348;350
29559271;142367600;21;388;1472
27211409;33393308;21;318;537
41813928;66036248;24;778;1138
29302425;59570143;28;375;1079
19542789;36147615;35;161;639
32127188;25153764;20;496;249
72495085;932;21;1197;8
34274053;39236729;20;565;712
38489;48940689;24;35;915
24098496;32178321;23;227;501
65464437;69275738;22;1132;1165
29534144;114913332;23;386;1409
33769500;11982368;33;547;120
28587219;42541008;20;351;796
932;17906;51;8;31
27725748;30559917;37;325;431
25205856;26841281;39;251;308
78019879;42879402;21;1238;808
25232578;74404187;40;253;1208
23213239;32375815;20;192;507
37119411;27211409;32;665;318
87153802;32943546;20;1277;519
15548215;37008294;22;140;660
15755094;34168005;25;141;559
33769500;40567146;23;547;746
28477986;34168005;20;348;559
1711;36166073;33;15;641
29534144;41437811;91;386;767
17655824;39321576;20;150;714
31480508;45960892;24;470;862
60397113;37470251;41;1091;671
22798006;35486626;20;182;620
29559271;49597365;21;388;924
24089576;11982368;34;225;120
30210603;36047336;20;415;637
87153802;33393308;29;1277;537
4325149;28261334;67;82;343
30210603;30525261;21;415;426
27797026;34215577;26;328;562
27932995;36507793;25;333;648
65464437;36775085;24;1132;653
40427933;47597391;21;741;892
25232578;35068738;23;253;598
932;27725748;20;8;325
460389;11982368;25;58;120
42092461;90730773;20;787;1301
34274053;49866476;33;565;931
36507793;51254145;39;648;958
20629724;101965347;27;168;1358
103646103;105169002;21;1366;1371
33080201;44759043;20;520;835
17568841;35595350;26;149;622
25205856;55955185;36;251;1026
78019879;35292550;20;1238;613
25232578;91933860;44;253;1307
33880573;37119411;21;551;665
1388;32041317;23;12;494
17568841;74404187;29;149;1208
29573241;50409684;25;389;943
23475118;32509740;22;205;512
78019879;1149;51;1238;9
40202469;25153764;58;735;249
36507793;91933860;53;648;1307
25205856;26750264;81;251;306
15548215;23684028;38;140;216
37119411;42501618;34;665;794
31805219;41002749;23;482;758
40427933;27895931;24;741;330
35595350;32041317;28;622;494
19542789;36184135;28;161;642
25117353;50348171;24;247;942
29518065;39009769;25;385;706
29534144;87389803;43;386;1279
23213239;31480508;47;192;470
25205856;32376169;82;251;508
491;37119411;23;5;665
24089576;34215577;27;225;562
37119411;58942429;29;665;1071
25117353;34116496;39;247;556
25346844;36507793;23;257;648
31545597;31935454;21;473;488
11982368;26517977;31;120;297
25232578;36147615;44;253;639
34215577;57876954;22;562;1048
38233726;30022666;27;689;408
87153802;41437811;34;1277;767
1672730;29302425;26;69;375
78019879;60114472;78;1238;1085
58060828;80799820;29;1051;1257
32509740;34168005;20;512;559
1980;32943546;25;16;519
35068738;38834885;22;598;703
1711;41053835;49;15;760
20629724;26356004;35;168;292
40886007;66640066;20;755;1142
25346844;49439086;23;257;923
25153764;39009769;24;249;706
30525261;56106344;22;426;1027
30210603;53038076;27;415;984
36507793;74058720;24;648;1207
15548215;26517977;23;140;297
25205856;39236499;65;251;711
78019879;168717779;34;1238;1530
37119411;54218032;21;665;997
36164349;42968101;20;640;810
26555975;78019879;20;298;1238
932;43281341;159;8;815
29534144;60394803;20;386;1089
49388164;78019879;35;922;1238
11982368;30666517;28;120;437
125004421;78019879;28;1431;1238
78019879;9471321;64;1238;108
36507793;36775085;38;648;653
25153764;25817269;21;249;275
28950133;42763042;22;363;801
33338722;78019879;21;531;1238
33080201;38379853;20;520;692
30022666;33489538;34;408;540
34483558;44759043;33;576;835
37119411;42968101;45;665;810
66687279;70493648;29;1144;1182
76477496;33393308;28;1222;537
25232578;25557243;27;253;266
41437811;35349905;21;767;615
25205856;34737049;36;251;589
49866476;53845179;20;931;991
24098496;37119411;263;227;665
31752409;35349905;23;478;615
49866476;78019879;141;931;1238
36184135;33301261;20;642;529
78019879;145827737;31;1238;1484
25232578;51254145;28;253;958
40202469;40586683;24;735;748
50409684;47256091;25;943;886
25117353;25869828;31;247;276
34384434;36775085;23;572;653
40202469;42307767;24;735;792
38233726;24098496;26;689;227
31976785;32943546;29;491;519
12818778;17655824;21;128;150
78019879;50348171;42;1238;942
29534144;32112479;26;386;495
37119411;65652356;72;665;1135
1711;34580489;21;15;581
29559271;36147615;90;388;639
38489;30602036;25;35;433
30022666;79042454;31;408;1246
32194285;39281167;28;502;713
44759043;63731512;87;835;1119
15755094;23626127;25;141;214
65464437;61047327;76;1132;1099
28866484;37119411;21;360;665
32509740;35486626;21;512;620
25205856;30602036;21;251;433
1711;44781847;25;15;836
31963425;63731512;37;489;1119
26307864;30447908;20;290;424
38415798;66036248;21;693;1138
23626127;35285306;20;214;612
932;54799175;37;8;1007
38489;43772432;31;35;820
1711;38379853;27;15;692
29690457;41827660;21;396;782
932;166330483;43;8;1524
460389;24098496;50;58;227
19542789;24713873;23;161;241
29905631;34274053;30;405;565
108468;20225241;21;41;165
46521427;30022666;22;872;408
25205856;68171501;54;251;1157
4829;37119411;32;23;665
25189523;26307864;24;250;290
36147615;42496831;24;639;793
24086381;31969346;23;224;490
66036248;69843850;20;1138;1175
26555975;55955185;29;298;1026
24098496;33621085;51;227;544
38489;13457319;22;35;133
12648877;44759043;30;125;835
38489;28950133;42;35;363
63731512;32943546;31;1119;519
23213239;56106344;27;192;1027
29573241;34274053;35;389;565
30210603;40202469;78;415;735
30315369;78019879;35;418;1238
30022666;54384231;23;408;1002
29302425;29178527;28;375;369
38489;37395903;45;35;670
25117353;24565142;53;247;238
24098496;28362355;28;227;344
20225241;25205856;23;165;251
25205856;43010524;44;251;811
48940689;54295855;21;915;999
40575907;78019879;41;747;1238
5486;54295855;27;25;999
35486195;39321576;21;618;714
29534144;68995594;113;386;1162
25346844;33134232;22;257;525
30539192;31969346;23;428;490
30210603;150293551;25;415;1492
23611958;37119411;54;213;665
36775802;30022666;21;654;408
22798006;34274053;75;182;565
42496831;76982440;27;793;1228
4829;17655824;22;23;150
25117353;33134232;32;247;525
5669254;43369725;47;87;817
17655824;11982368;31;150;120
29534144;54682800;23;386;1005
63731512;51254145;24;1119;958
31480508;78423275;29;470;1240
3551694;23464016;57;79;204
39321576;37267849;20;714;668
40202469;211051353;22;735;1570
28556858;28627911;20;350;352
932;49815762;20;8;928
24606912;49866476;20;239;931
1672730;29064821;21;69;366
36775802;55264762;23;654;1015
29534144;25205856;116;386;251
29534144;45172096;22;386;845
31480508;38233726;22;470;689
25189523;29518065;20;250;385
29832607;32509740;20;402;512
38379853;63731512;30;692;1119
63731512;69275738;31;1119;1165
28950133;11982368;24;363;120
11982368;30559917;28;120;431
38683579;42763042;27;699;801
22798006;34116496;26;182;556
25117353;32169030;25;247;499
37008294;68995594;22;660;1162
69745756;113070711;20;1174;1403
23475118;29686754;26;205;394
38489;42968101;21;35;810
363406;26112272;20;55;282
42496831;50348171;25;793;942
23626127;39009769;21;214;706
31480508;33842750;21;470;549
20629724;23637723;20;168;215
33874468;37008294;31;550;660
78019879;60770247;24;1238;1096
35294456;63731512;45;614;1119
20629724;30698831;20;168;438
44759043;50348171;31;835;942
25205856;53280908;20;251;986
27315475;57846937;21;319;1046
37119411;49962921;32;665;934
49439086;63731512;32;923;1119
38233726;39321576;22;689;714
38683579;66687279;20;699;1144
19542789;23553134;25;161;210
39728801;40167434;25;724;733
932;39830937;26;8;727
24098496;54295855;44;227;999
25336774;32943546;30;256;519
36507793;81540170;28;648;1259
32131490;39009769;21;497;706
30022666;15548215;32;408;140
33393308;42496831;36;537;793
29534144;26356004;39;386;292
37495032;55310751;30;672;1016
40202469;37008294;24;735;660
29559271;29842742;21;388;404
25117353;60114472;32;247;1085
44759043;60114472;25;835;1085
29559271;33489538;49;388;540
26127512;31935454;21;283;488
47591566;77692614;27;891;1233
40427933;108468;22;741;41
41053835;17655824;24;760;150
4325149;37495032;23;82;672
59208488;63442801;28;1074;1116
69589815;31976785;24;1171;491
54295855;59592700;106;999;1080
29246653;35349905;27;373;615
78019879;78273068;26;1238;1239
932;74404187;76;8;1208
40167434;27211409;23;733;318
30525261;25421850;22;426;259
33393308;54682800;27;537;1005
31480508;40836944;32;470;754
38683579;78019879;51;699;1238
32194285;24565142;34;502;238
25189523;26970810;23;250;310
35154753;60397113;26;605;1091
91933860;78019879;26;1307;1238
22798006;41680212;23;182;774
32194285;41814056;30;502;780
31480508;46252034;50;470;868
17655824;32804027;23;150;517
33769500;33080201;22;547;520
23553134;63731512;56;210;1119
460389;48940689;25;58;915
38489;42828843;23;35;805
30022666;75185464;30;408;1211
24089576;33393308;31;225;537
50409684;30022666;61;943;408
78019879;154663524;26;1238;1502
73476;78019879;30;39;1238
30022666;34486229;25;408;577
26555975;871;58;298;7
31480508;103133619;28;470;1365
38683579;34168005;32;699;559
31976785;103027469;39;491;1364
36775085;43010524;22;653;811
40167434;50348171;27;733;942
6386;33393308;23;27;537
11982368;33489538;22;120;540
32194285;33769500;32;502;547
35349905;38834885;25;615;703
28556858;34815360;23;350;591
94;58737741;26;1;1066
85706599;40202469;21;1272;735
30022666;41053835;68;408;760
28627911;44781847;22;352;836
5880263;25817269;25;89;275
44759043;32194285;41;835;502
46117626;63731512;20;865;1119
40202469;103646103;37;735;1366
29445319;43369725;22;383;817
1980;83415396;20;16;1264
29559271;36047336;48;388;637
29187511;29302425;20;370;375
3551694;1616899;23;79;68
37119411;45432439;23;665;850
28129783;32194285;22;338;502
26858816;29534144;26;309;386
29559271;41883468;33;388;783
25752703;31480508;23;272;470
31976785;65960786;31;491;1137
29534144;33769500;25;386;547
23553134;38683579;26;210;699
36775085;46252034;30;653;868
78019879;76552532;42;1238;1224
41184973;78019879;25;765;1238
25205856;58737741;39;251;1066
27531145;29690457;23;321;396
33621085;184860963;21;544;1546
40886007;51254145;34;755;958
26112272;66036248;26;282;1138
26858816;29832607;30;309;402
30022666;34305040;53;408;568
35385290;66036248;24;617;1138
24098496;35850939;22;227;630
25232578;35486626;28;253;620
25205856;23730054;24;251;218
29534144;28950133;49;386;363
31480508;42307767;27;470;792
34215577;41774259;24;562;775
36775802;63731512;33;654;1119
1672730;34116496;52;69;556
26776509;29832607;22;307;402
22798006;35718846;24;182;628
40427933;184860963;22;741;1546
39321576;63731512;65;714;1119
24098496;41680212;26;227;774
29302425;41813774;24;375;777
34274053;35238813;27;565;611
25817269;41437811;20;275;767
30666517;63708206;20;437;1118
32804027;36507793;22;517;648
28477986;33080201;20;348;520
40886007;74404187;26;755;1208
36184135;3551694;21;642;79
65960786;25557243;22;1137;266
31480508;145800770;26;470;1483
11982368;63731512;55;120;1119
26127512;35285306;26;283;612
26750264;41041067;29;306;759
28627911;34305040;27;352;568
160473982;38664418;20;1510;698
26307864;35486626;30;290;620
25533848;27179774;21;265;317
27932995;37119411;67;333;665
63442801;76982440;27;1116;1228
78423275;36507793;39;1240;648
73476;34274053;42;39;565
26776509;41053835;28;307;760
30559917;40167434;22;431;733
29302425;73476;20;375;39
49866476;94791640;43;931;1325
34199707;24098496;20;561;227
50409684;23553134;41;943;210
29832607;38834885;24;402;703
28950133;29690457;43;363;396
26127512;27725748;30;283;325
29518065;37119411;78;385;665
33393308;91453124;30;537;1304
51232997;78019879;30;957;1238
37495032;53066484;22;672;985
15755094;34580489;22;141;581
29534144;9325174;26;386;106
23170931;27797026;27;191;328
60114472;76982440;36;1085;1228
78019879;26127512;27;1238;283
29686754;56106344;22;394;1027
25232578;26112272;75;253;282
30210603;35349905;28;415;615
45938293;90730773;21;861;1301
22822305;38818986;21;183;702
24089576;27725748;20;225;325
23601472;37119411;23;211;665
25205856;32342123;102;251;504
40427933;35349905;23;741;615
35486596;37119411;35;619;665
40202469;29178527;21;735;369
38683579;42811897;28;699;804
4325149;31817819;25;82;483
17568841;24864761;20;149;243
32194285;37008294;56;502;660
74404187;24086381;24;1208;224
24421364;29302425;22;236;375
31976785;29246653;21;491;373
25205856;97882810;37;251;1342
29599237;37119411;28;390;665
64987855;40202469;30;1129;735
57846937;25205856;21;1046;251
28261334;4325149;43;343;82
29534144;31963425;29;386;489
29686754;47679753;30;394;896
78019879;55404958;30;1238;1019
63731512;16466790;32;1119;143
23170931;24098496;24;191;227
932;25346844;22;8;257
29246653;34483558;36;373;576
25232578;54530371;24;253;1003
58737741;37119411;37;1066;665
22798006;29905631;31;182;405
25153764;31920990;21;249;487
27725748;34215577;30;325;562
1711;14897324;20;15;136
11982368;24864761;31;120;243
48210134;24098496;28;902;227
24098496;28950133;105;227;363
41437811;66687279;33;767;1144
20845272;31935454;25;170;488
35068738;4325149;22;598;82
8814453;27917858;36;103;331
24098496;42541008;35;227;796
30022666;32169030;20;408;499
28950133;60114472;21;363;1085
29302425;35718846;26;375;628
19542789;24565142;31;161;238
30666517;38415798;20;437;693
30602036;67580761;27;433;1150
25189523;63731512;29;250;1119
24098496;111634944;21;227;1397
50409684;103027469;32;943;1364
25346844;33874468;32;257;550
28627911;31963425;21;352;489
32194285;45613675;28;502;853
69589815;41813928;21;1171;778
25817269;33393308;20;275;537
36507793;55564029;20;648;1023
40335272;44759043;20;738;835
25205856;37267849;21;251;668
4325149;14899079;20;82;137
29302425;56106344;56;375;1027
25232578;17568841;26;253;149
24098496;33338722;60;227;531
30022666;346191;29;408;52
24098496;23553134;55;227;210
30865126;64170543;22;445;1121
108468;17655824;35;41;150
25817269;29690457;31;275;396
15755094;30936477;21;141;446
29559271;31969346;60;388;490
27895931;24098496;20;330;227
38683579;48149358;26;699;901
36775085;65652356;30;653;1135
33769500;30525261;26;547;426
25117353;35915449;21;247;632
44759043;45938293;29;835;861
186112991;207167398;21;1547;1565
57846937;31038184;24;1046;453
24089576;31935454;22;225;488
28950133;43215063;20;363;814
125004421;31480508;27;1431;470
32041317;55155418;21;494;1012
40202469;111825941;23;735;1398
30525261;31057217;20;426;457
65464437;26151903;70;1132;284
24098496;37752959;31;227;677
25153764;26112272;35;249;282
31976785;38415798;27;491;693
25205856;168717779;23;251;1530
38489;31805219;29;35;482
24713873;31752409;20;241;478
31480508;47256091;21;470;886
78019879;31935454;91;1238;488
24565142;51232997;23;238;957
38489;65960786;21;35;1137
40202469;69577246;54;735;1170
29534144;50554618;20;386;944
25205856;25758;31;251;32
15755094;39321576;36;141;714
35294456;36775085;21;614;653
24098496;25232578;111;227;253
56106344;91050183;32;1027;1302
27895931;41053835;24;330;760
36868476;38683579;20;656;699
26750264;31963425;30;306;489
34116496;38834885;27;556;703
36164349;38683579;34;640;699
23213239;31805219;21;192;482
1711;37119411;115;15;665
1177;33393308;43;10;537
5880263;30022666;30;89;408
25346844;42968101;34;257;810
29302425;31428243;40;375;466
27532326;29690457;21;322;396
59336460;103133619;49;1078;1365
30022666;29690457;23;408;396
29534144;48149358;45;386;901
30022666;48868052;35;408;914
24713873;28673372;22;241;353
40316705;78019879;21;736;1238
28261334;36147615;22;343;639
25205856;1980;64;251;16
22522055;34274053;22;175;565
29534144;83415396;20;386;1264
29573241;24098496;38;389;227
28981879;29348258;28;364;377
58060828;43369725;27;1051;817
50409684;57846937;67;943;1046
29302425;67490365;22;375;1148
27315475;29832607;20;319;402
36184135;115689470;22;642;1410
20845272;23611958;23;170;213
34116496;66036248;34;556;1138
11563048;25205856;20;118;251
34274053;83515968;28;565;1265
25205856;34298047;22;251;566
25346844;26127512;48;257;283
78019879;84221627;46;1238;1266
26970810;29832607;20;310;402
29246653;33621085;34;373;544
20629724;76982440;56;168;1228
29534144;35608871;25;386;624
41437811;37119411;105;767;665
29534144;28261334;132;386;343
78019879;70921366;24;1238;1183
34215577;55404958;22;562;1019
22798006;57846937;43;182;1046
32127188;32375815;25;496;507
28122932;63731512;20;337;1119
25117353;41818823;21;247;781
50409684;26042525;35;943;280
932;24946565;20;8;244
26555975;13175316;36;298;132
30022666;31162722;22;408;460
40427933;59336460;178;741;1078
26307864;32015300;22;290;493
91050183;37119411;39;1302;665
40335272;37119411;20;738;665
63731512;99937016;21;1119;1349
22822305;52537634;25;183;977
19542789;40167434;22;161;733
29302425;65960786;33;375;1137
22798006;34168005;42;182;559
26750264;28477986;25;306;348
41437811;47597391;21;767;892
32194285;34116496;56;502;556
932;57847114;117;8;1047
24098496;36338110;22;227;647
36775802;34274053;26;654;565
16466790;38683579;23;143;699
28129783;37119411;34;338;665
25117353;28362355;28;247;344
76477496;23553134;21;1222;210
40167434;78019879;29;733;1238
23553134;31976785;40;210;491
23213239;24086381;22;192;224
23626127;38834885;28;214;703
34116496;37495032;27;556;672
30539192;103133619;21;428;1365
26750264;38683579;72;306;699
24089576;32439535;20;225;511
56106344;49439086;22;1027;923
22822305;41053835;24;183;760
932;27958051;34;8;334
78019879;72296316;33;1238;1194
94;25882042;31;1;278
37008294;39009769;22;660;706
25205856;62655504;34;251;1110
5880263;63731512;22;89;1119
30525261;42307767;29;426;792
28950133;34355441;20;363;570
1177;37914954;30;10;683
24098496;74404187;45;227;1208
35595350;37008294;28;622;660
30022666;44781847;33;408;836
40575907;74404187;23;747;1208
30210603;36147615;28;415;639
35034571;37119411;24;595;665
25205856;42923159;21;251;809
932;32169030;20;8;499
57846937;54530371;20;1046;1003
36147615;76982440;25;639;1228
20629724;28122932;22;168;337
78019879;45091870;21;1238;844
3551694;53038076;22;79;984
11982368;47696395;29;120;897
27121021;27797026;27;316;328
37119411;53066484;23;665;985
25205856;69843850;73;251;1175
34215577;76982440;51;562;1228
26776509;36775802;22;307;654
27725748;41525215;20;325;770
54295855;27917858;51;999;331
25336774;30666517;27;256;437
25557243;25336774;30;266;256
23213239;53845179;22;192;991
15755094;32439535;23;141;511
78423275;78019879;28;1240;1238
26555975;58096569;45;298;1052
11982368;11283947;23;120;116
39728801;37119411;30;724;665
31480508;29302425;44;470;375
40427933;44759043;33;741;835
26970810;38683579;27;310;699
932;31935454;44;8;488
40427933;27797026;24;741;328
34168005;39009769;25;559;706
60114472;69563163;23;1085;1169
28556858;47696395;20;350;897
78019879;32041317;72;1238;494
36775085;41813993;23;653;779
78423275;16466790;27;1240;143
27098092;33393308;27;315;537
24098496;50409684;27;227;943
25570041;26555975;25;267;298
37119411;31976785;20;665;491
91933860;24086381;36;1307;224
19542789;24098496;40;161;227
29187511;37119411;27;370;665
3551694;36941068;22;79;658
19542789;25869828;20;161;276
28761941;37119411;29;354;665
25205856;89129681;35;251;1289
25153764;38683579;41;249;699
29302425;74404187;33;375;1208
1711;26127512;26;15;283
11283947;26112272;27;116;282
30210603;34747103;46;415;590
1672730;31545597;20;69;473
34116496;38683579;40;556;699
460389;35294456;33;58;614
41437811;25153764;29;767;249
29534144;34384434;52;386;572
37495032;78019879;69;672;1238
25205856;22741084;20;251;178
24098496;25421850;41;227;259
25232578;34116496;41;253;556
25232578;34384434;21;253;572
26750264;28772416;28;306;356
23213239;34215577;38;192;562
30022666;1672730;33;408;69
16466790;25205856;44;143;251
22798006;42541008;24;182;796
12382740;32041317;20;123;494
58737741;30666517;22;1066;437
29302425;36338110;26;375;647
33080201;41538339;20;520;771
31976785;36184135;41;491;642
38489;20629724;21;35;168
90730773;38462835;22;1301;695
28261334;78019879;27;343;1238
33338722;52537634;24;531;977
29559271;17568841;20;388;149
32194285;40335272;29;502;738
25336774;34662672;34;256;587
41053835;44759043;36;760;835
26112272;29559271;24;282;388
25205856;11982368;159;251;120
1711;28477986;31;15;348
40202469;53038076;40;735;984
30022666;28229175;20;408;340
33338722;42968101;25;531;810
24098496;24089576;51;227;225
48940689;128033123;20;915;1441
25752703;33393308;25;272;537
44759043;36147615;46;835;639
40427933;29246653;25;741;373
31976785;43215063;29;491;814
25421850;40020304;20;259;730
25153764;74404187;24;249;1208
60397113;105169002;29;1091;1371
34116496;42496831;46;556;793
17568841;17655824;27;149;150
78019879;41813928;58;1238;778
38683579;36507793;23;699;648
24098496;28043983;22;227;336
32194285;79863581;26;502;1251
38683579;42109398;21;699;789
78019879;41053835;32;1238;760
29832607;34274053;58;402;565
41437811;41041067;29;767;759
29534144;124692500;20;386;1430
39009769;41437811;26;706;767
30210603;36775085;27;415;653
26776509;36147615;30;307;639
107497838;29302425;31;1379;375
24098496;34238786;25;227;564
25205856;132;95;251;2
28627911;41813928;20;352;778
4325149;24098496;45;82;227
87153802;36507793;28;1277;648
25421850;38683579;48;259;699
41538339;41053835;21;771;760
44759043;24098496;34;835;227
24098496;45770903;31;227;858
32939817;34168005;21;518;559
38489;40335272;20;35;738
35486195;36147615;34;618;639
38683579;106084026;24;699;1373
25346844;35145657;30;257;604
87153802;28261334;27;1277;343
24098496;26112272;72;227;282
40575907;91933860;22;747;1307
37119411;53895352;73;665;992
25205856;37752959;45;251;677
29302425;31976785;68;375;491
41053835;43879004;24;760;822
38683579;33393308;26;699;537
78019879;39966877;26;1238;728
25205856;41437811;129;251;767
12648877;63731512;30;125;1119
1711;17655824;51;15;150
40202469;29686754;30;735;394
23553134;20629724;25;210;168
40202469;53916844;21;735;993
25205856;28229175;35;251;340
29559271;32342123;26;388;504
29559271;25205856;29;388;251
31480508;33338722;46;470;531
15548215;34116496;23;140;556
32041317;32194285;26;494;502
25117353;41813928;28;247;778
44759043;37119411;75;835;665
22798006;27532326;24;182;322
30210603;43215063;21;415;814
27797026;31513532;31;328;471
26555975;64170543;57;298;1121
46252034;36507793;26;868;648
31480508;35486626;36;470;620
33769500;346191;24;547;52
31935454;36147615;34;488;639
25346844;33489538;34;257;540
25232578;38683579;37;253;699
57876954;37119411;23;1048;665
29246653;42092461;21;373;787
78019879;41184973;84;1238;765
23684028;66036248;22;216;1138
29534144;33489538;44;386;540
40202469;26776509;21;735;307
31112617;76982440;20;459;1228
37160097;40575907;23;666;747
36507793;52526415;25;648;976
78019879;25117353;44;1238;247
31805219;43772432;22;482;820
15755094;20225241;23;141;165
29559271;54295855;23;388;999
27797026;23626127;24;328;214
27179774;38683579;20;317;699
17655824;74404187;24;150;1208
25205856;54682800;76;251;1005
59245439;63731512;20;1077;1119
25153764;11982368;23;249;120
24098496;29094228;26;227;367
65464437;121816651;41;1132;1421
65464437;36507793;25;1132;648
26555975;52136985;26;298;972
44759043;64980863;23;835;1128
4325149;32943546;40;82;519
31805219;37119411;30;482;665
125004421;30666517;20;1431;437
36164349;36184135;22;640;642
25557243;34662672;23;266;587
63731512;84793390;26;1119;1268
34010064;37119411;44;553;665
932;24136539;20;8;228
25421850;33874468;20;259;550
27885374;47591566;27;329;891
78019879;22628997;25;1238;176
35349905;45613675;27;615;853
26776509;27797026;21;307;328
32194285;87389803;25;502;1279
30210603;32615394;24;415;513
25873533;37119411;27;277;665
37119411;37495032;65;665;672
29246653;38462835;20;373;695
57969268;73578707;30;1050;1200
24098496;45091870;41;227;844
78019879;44781847;20;1238;836
25421850;29690457;26;259;396
24098496;77947518;20;227;1234
42968101;44759043;25;810;835
26970810;90730773;21;310;1301
24086381;33393308;23;224;537
29559271;23684028;27;388;216
40202469;1743189;80;735;70
38489;17655824;43;35;150
34215577;26555975;24;562;298
29690457;32439535;21;396;511
3551694;69577246;34;79;1170
31480508;219407444;22;470;1578
34274053;35486626;50;565;620
37495032;54295855;32;672;999
31969346;51126445;22;490;953
15548215;24565142;22;140;238
57846937;76982440;32;1046;1228
24098496;64980863;23;227;1128
38489;26750264;29;35;306
50409684;54530371;36;943;1003
28950133;31805219;24;363;482
1980;37119411;45;16;665
30022666;31513532;39;408;471
354372;11982368;20;53;120
40202469;63536412;40;735;1117
34274053;41538339;26;565;771
29559271;30210603;37;388;415
30210603;30559917;24;415;431
27797026;33134232;29;328;525
25232578;32943546;44;253;519
34274053;90730773;41;565;1301
41813928;78423275;22;778;1240
90552903;106985077;22;1299;1378
15755094;33489538;33;141;540
25421850;31963425;27;259;489
34483558;63731512;37;576;1119
50348171;79138567;26;942;1248
63731512;122559372;24;1119;1423
112510789;37119411;37;1401;665
32439535;39009769;30;511;706
30022666;34612773;21;408;585
38489;3551694;152;35;79
26776509;24098496;26;307;227
17568841;78423275;22;149;1240
27797026;34598021;27;328;582
65464437;69062504;42;1132;1163
28950133;32708863;29;363;516
29905631;32194285;25;405;502
78019879;182873218;26;1238;1545
33080201;36184135;29;520;642
41538339;45938293;22;771;861
211437014;932;23;1572;8
34274053;54355057;20;565;1001
65960786;32041317;22;1137;494
20845272;30022666;34;170;408
108468;29559271;31;41;388
31976785;58170807;20;491;1055
17568841;57354358;23;149;1043
30022666;262340;27;408;48
33080201;63731512;23;520;1119
5880263;11982368;20;89;120
15755094;42968101;26;141;810
29534144;66687279;60;386;1144
29534144;111587102;29;386;1396
78019879;31969346;24;1238;490
22798006;33874468;31;182;550
11982368;54530371;20;120;1003
29690457;36775085;34;396;653
29534144;78543917;57;386;1241
30602036;36775802;32;433;654
1711;36959676;32;15;659
25205856;34421263;46;251;573
27725748;30022666;41;325;408
31805219;38462835;21;482;695
28556858;36147615;29;350;639
38489;48319873;23;35;905
5880263;26127512;21;89;283
41053835;27797026;24;760;328
23464016;38683579;20;204;699
25117353;33489538;26;247;540
41437811;52905059;23;767;982
30022666;58942429;27;408;1071
35145657;37008294;28;604;660
15755094;26970810;23;141;310
44759043;26127512;24;835;283
50409684;36959676;21;943;659
40202469;43215063;37;735;814
54295855;34274053;24;999;565
40427933;84793390;21;741;1268
38489;29246653;41;35;373
41437811;42072344;26;767;786
24136539;30315369;23;228;418
16466790;26112272;38;143;282
25205856;63146755;30;251;1115
25205856;35486626;57;251;620
30022666;53895352;38;408;992
11982368;32376169;28;120;508
26776509;30022666;47;307;408
17655824;32615394;24;150;513
31480508;69563163;33;470;1169
27797026;28950133;44;328;363
24136539;26284064;25;228;289
24098496;24086381;23;227;224
29559271;29690457;50;388;396
63731512;148438786;22;1119;1490
87153802;78019879;21;1277;1238
31976785;35068738;27;491;598
34168005;76477496;21;559;1222
36008740;41053835;30;634;760
125004421;51254145;25;1431;958
29559271;35114569;26;388;602
23482909;76982440;33;206;1228
