VKGroup_1;VkGroup_2;Quantity
30559917;34137285;25
87153802;38415798;26
4325149;34305040;20
9892340;37119411;28
29302425;34305040;36
20845272;60114472;22
87153802;23626127;21
25205856;36147615;125
29302425;19542789;26
26112272;50348171;32
1711;5880263;25
26217154;29302425;26
32194285;52905059;22
35595350;38415798;26
23626127;24089576;22
25205856;34274053;160
1980;66036248;21
36147615;36507793;40
29559271;34010064;23
41538339;58737741;23
23213239;63731512;69
22798006;28362355;22
11283947;30767675;21
1177;108468;24
35595350;74404187;41
36507793;38664418;28
73476;34483558;24
69295870;30210603;44
25421850;30447908;25
40167434;48210134;20
25346844;26217154;26
45745333;36775802;30
26750264;39009769;43
32615394;34168005;22
31976785;52833601;20
37119411;41887171;30
26750264;34483558;29
30022666;26112272;21
52537634;37119411;25
28;20629724;22
32194285;38233726;34
37119411;49840023;20
40167434;76982440;37
34274053;57846937;30
29534144;59592700;37
58060828;61047327;36
29573241;32041317;34
29518065;35486195;29
70493648;78423275;21
30022666;25557243;48
932;110924669;26
33393308;4325149;54
41437811;53895352;26
24713873;38415798;20
25153764;41053835;27
23475118;38683579;31
44759043;30022666;36
30022666;32131490;36
26307864;40167434;36
29302425;48540538;21
932;129331635;37
11982368;25570041;34
22798006;47679753;30
78019879;62655504;53
40202469;34747103;54
28261334;50348171;39
25421850;32615394;26
29534144;62236832;20
786;30666517;27
78019879;102432941;30
27895931;36775802;20
33769500;38834885;26
34168005;42541008;22
65960786;40167434;21
1711;31545597;22
73476;41814056;21
41437811;78423275;35
28;31935454;30
1177;30559917;46
460389;25557243;23
25421850;42763042;22
33393308;37160097;22
25205856;48413872;41
35232329;39733006;27
38664418;78019879;76
26284064;15548215;20
24098496;47206871;26
30666517;34300760;21
41437811;32127188;22
31935454;78019879;46
40427933;45938293;24
78019879;24606912;60
22798006;26217154;22
34215577;29302425;50
25817269;29686754;25
29302425;67580761;27
40202469;97156928;35
38233726;38462835;24
35595350;39236499;22
29534144;68171501;31
38489;29534144;31
24565142;25336774;25
25205856;113070711;20
15548215;36507793;44
20845272;36147615;25
38683579;41002749;20
25205856;62400590;26
38489;24565142;29
108468;78019879;26
24098496;29684347;29
23553134;25336774;26
30525261;34168005;38
55155418;91933860;33
40202469;212595950;35
30022666;35850939;26
24098496;36775085;86
27797026;38683579;40
34215577;40167434;64
73476;31935454;31
50409684;58737741;31
26112272;36147615;24
25205856;110924669;27
30210603;25603109;22
91933860;932;25
3551694;32194285;26
29302425;45770903;38
111557607;26356004;32
28981879;34137285;20
34580489;36184135;30
25205856;25346844;69
25117353;32615394;23
35595350;63731512;53
40202469;163758410;47
25117353;78423275;22
28587219;32194285;28
17064412;40202469;31
28556858;33489538;20
44759043;78019879;34
31805219;41053835;25
40020627;40167434;20
35349905;37008294;24
41437811;60511457;21
40202469;34483558;30
25205856;38834885;73
36775085;48413872;25
24098496;41813774;33
79863581;35486626;20
32127188;37684434;21
31480508;36147615;57
30022666;45938293;53
1711;48319873;26
29832607;35145657;21
29534144;25232578;110
27725748;32194285;52
25205856;29246653;30
25336774;34274053;24
90730773;41053835;21
40202469;206843165;27
29559271;91933860;30
34215577;27932995;33
37160097;78019879;26
29302425;35850939;31
932;104451457;23
25205856;6359845;20
30210603;100206793;24
36507793;41184973;22
1743189;105169002;21
11982368;17655824;45
29534144;43503600;25
29302425;14899079;28
40202469;80525832;20
26750264;34116496;44
17655824;58737741;20
31976785;78019879;40
23626127;41437811;25
63731512;65652356;65
28950133;32015300;26
5880263;39009769;21
27725748;37008294;30
1177;29178527;23
34274053;42811897;22
4325149;23626127;25
34215577;58737741;41
37119411;103133619;20
17655824;24713873;21
37008294;40886007;23
28;28261334;20
39321576;17655824;25
42496831;66036248;30
11982368;91933860;30
78019879;193648656;44
32127188;41437811;32
29534144;25557243;84
23475118;32127188;30
22822305;34116496;20
26555975;27932995;20
33489538;34116496;30
23213239;41053835;36
932;28950133;25
30525261;63731512;58
25117353;28866484;21
31480508;52537634;80
38489;3118237;37
41053835;68995594;20
34483558;35143550;24
11982368;30865126;24
30210603;43322215;36
43215063;48210134;25
31752409;34215577;23
34483558;36184135;45
87153802;34215577;21
28627911;41437811;31
26555975;33874468;25
40886007;41814056;20
25421850;28627911;26
73476;35486626;20
38379853;106277494;20
19542789;20225241;28
65464437;43540875;20
36507793;47256091;21
23482909;26517977;23
27725748;29178527;23
29559271;38233726;29
38489;32346453;41
24098496;30574574;26
65464437;203774082;28
26750264;34305040;37
73476;37119411;66
34274053;41437811;70
25205856;33608666;29
4325149;31319658;27
90730773;106277494;22
34168005;42502560;23
8814453;32041317;23
42307767;63731512;22
26776509;35486195;23
55404958;76982440;21
41437811;42763042;20
25205856;79863581;30
53845179;161180646;21
40202469;23213239;44
37119411;43879004;30
28261334;79138567;35
4325149;19720218;23
26555975;26517977;35
29534144;50189302;20
30559917;33489538;26
23164653;24098496;24
24098496;25346844;94
50409684;29832607;28
34305040;68995594;20
26776509;38683579;29
38489;76477496;25
25817269;28587219;23
30022666;40567146;43
19542789;29559271;45
25117353;34598021;27
28950133;35486626;29
28477986;32015300;20
25232578;51258417;20
26555975;31213187;23
29302425;79138567;30
30666517;20629724;34
25232578;37495032;25
37119411;48539843;35
30210603;47696395;27
36147615;34274053;29
24098496;28129783;44
40202469;75104505;26
40202469;105169002;52
14897324;41053835;26
41437811;70409438;23
65464437;37948240;24
26555975;31022965;28
32041317;34737049;20
63731512;37008294;44
35349905;38744784;33
31319658;50348171;26
29534144;36184135;40
24098496;28556858;53
15755094;40575907;28
31935454;35608871;24
11283947;54530371;32
26356004;932;26
26127512;34580489;26
30022666;29534144;78
36147615;38744784;24
78019879;132147085;21
15755094;1672730;25
36507793;39321576;20
15548215;45842880;30
38818986;78019879;21
29534144;26112272;49
40202469;132028676;30
36147615;38462835;26
36166073;28673372;20
38489;94112219;33
22798006;63731512;59
29686754;32939817;37
59336460;37119411;21
20629724;79138567;20
36959676;56106344;20
78019879;90407517;23
3551694;39009769;20
25205856;27895931;22
34274053;39966877;29
29534144;225666;24
26307864;51189706;21
65464437;60246988;70
211232966;30022666;23
16466790;29559271;24
32041317;4100014;27
26555975;77504235;49
30559917;38379853;24
25205856;47597391;27
78019879;155678228;27
15755094;38233726;23
34215577;52537634;52
30602036;33621085;21
3551694;68719519;27
34486229;39009769;23
29832607;50409684;20
78019879;162671848;33
30022666;29905631;21
15548215;66036248;22
29302425;41774259;28
33769500;34483558;39
65464437;136547353;34
25346844;28981879;20
38489;41538339;24
9693056;63731512;20
38489;31963425;29
31513532;39281167;20
34137285;36184135;21
26555975;35595350;44
34215577;25557243;23
40202469;2007865;25
57846937;162729615;21
29534144;25570041;28
31976785;58737741;47
29534144;23684028;49
26555975;11759810;35
30022666;42307767;35
24098496;37633522;21
932;34215577;27
4325149;30865126;22
36775802;52537634;30
54530371;63731512;35
42968101;25117353;24
36184135;42092461;29
24098496;48006306;21
22822305;32943546;32
29832607;38683579;34
39009769;41041067;30
25117353;27060808;28
29534144;31513532;34
63731512;91453124;21
20629724;28950133;22
51345945;31976785;23
15755094;50348171;35
4325149;30513532;23
1177;41890491;21
23213239;35486195;28
32194285;34889014;38
26307864;34168005;43
78019879;109198561;44
932;4325149;35
37119411;354372;25
17655824;40202469;24
29534144;50348171;70
39009769;41053835;46
33769500;35486626;29
23213239;184860963;20
46252034;63731512;36
24421364;36507793;25
29534144;34010064;25
29559271;42092461;31
26555975;32131490;20
30210603;40412593;28
24098496;27895931;32
37119411;78543917;35
29833734;30022666;20
3551694;34355441;35
29686754;35232329;24
23611958;34305040;20
78019879;30698831;34
4325149;27098092;26
63731512;106084026;21
27121021;38415798;21
17655824;28261334;33
33874468;76982440;30
31976785;38683579;50
78019879;74404187;62
25205856;101621324;30
60114472;37119411;46
64952366;66036248;27
24098496;32509740;64
33874468;36047336;25
25117353;25505149;20
33338722;41883468;22
15548215;15755094;30
34215577;48868052;21
23213239;51254145;20
108468;28261334;30
41437811;41814056;29
29302425;32131490;48
40427933;40202469;30
24713873;32127188;22
23475118;32194285;36
32127188;63731512;43
25153764;35349905;42
34274053;30022666;23
20629724;36147615;38
29518065;35113021;21
34168005;38462835;29
32194285;38363244;23
38683579;53895352;25
40202469;60397113;145
37119411;70034991;29
25153764;37753541;27
25205856;16466790;97
35595350;83515968;31
38489;48587079;37
28950133;30559917;33
31976785;34168005;43
32041317;52537634;33
25205856;25117353;65
29559271;31963425;52
42092461;63731512;23
17655824;36507793;38
6827569;78019879;24
25205856;37887819;25
31480508;66687279;31
41437811;48940689;37
40202469;110924669;25
125004421;72495085;24
23684028;32194285;32
40886007;42496831;20
38489;220177434;35
30022666;44554509;20
30022666;11283947;28
25752703;25817269;20
20629724;78019879;31
30210603;38489;30
40427933;80720837;30
51254145;69563163;43
31480508;40316705;24
78019879;111634944;30
36184135;42968101;25
1177;28556858;29
40202469;42968101;38
28950133;30525261;34
27725748;35113021;25
31963425;34580489;22
20225241;36507793;24
29534144;34866950;24
37119411;94791640;23
34274053;40575907;23
29534144;26307864;22
33393308;37119411;92
25117353;35238813;31
26307864;45938293;25
30210603;90730773;32
25557243;26713492;25
29559271;68995594;54
22822305;11283947;27
40427933;40167434;30
39009769;34274053;24
32112479;34274053;20
41813928;49597365;20
68171501;76982440;22
26776509;68995594;21
25205856;48149358;59
26750264;38834885;39
29302425;40886007;45
3551694;38379853;21
22781583;72495085;23
31935454;78423275;26
932;63731512;121
37119411;1177;23
24098496;23684028;67
24098496;65652356;41
33874468;34305040;31
30022666;48540538;34
30315369;47256091;39
22079806;22822305;24
63731512;68995594;52
25346844;29518065;23
24313746;29302425;21
108468;30666517;28
28261334;78423275;52
1177;1672730;22
31513532;38683579;31
68995594;37119411;35
108468;74404187;21
78019879;38744784;26
460389;63731512;46
25276999;47696395;30
24098496;44759043;78
25205856;79459310;20
5880263;29686754;26
40886007;60114472;39
31480508;25421850;20
29559271;79138567;23
40427933;5562;56
50348171;78019879;20
38489;37684434;23
36775085;63731512;61
53845179;135856652;20
40427933;63731512;82
28950133;36147615;59
38683579;11982368;23
31969346;31976785;23
34274053;42496831;46
25205856;29302425;165
24098496;34215577;84
34215577;20845272;39
3551694;11401286;29
25205856;30447908;24
31480508;41041067;42
29302425;45091870;27
932;78423275;43
38489;60397113;119
26284064;63731512;26
16466790;32376169;23
39009769;60114472;21
32041317;53782768;23
24098496;32615394;35
26750264;28981879;25
33621085;36047336;20
25336774;74404187;53
186112991;194022878;28
31935454;50348171;36
28261334;31969346;23
29302425;31112617;20
63731512;50348171;20
31976785;73476;22
72495085;76982440;21
25205856;28;75
28950133;35915449;21
25189523;39009769;33
25205856;73476;29
78019879;27211409;51
25421850;34137285;22
31935454;34274053;29
24089576;29686754;41
33874468;40886007;25
56106344;40167434;20
25421850;41053835;30
23553134;51126445;21
32041317;51254145;30
48652426;60246988;26
41437811;52833601;24
38233726;29302425;22
60397113;34355441;29
78019879;161180646;30
68995594;33621085;20
28950133;29686754;40
108468;25232578;28
32041317;68995594;34
24098496;44743077;21
41437811;63442801;31
12648877;20845272;40
25421850;34199707;35
39728801;41053835;21
28950133;35143550;25
29559271;47696395;31
32194285;38834885;34
35113021;39009769;26
35349905;46252034;28
38233726;29559271;25
30559917;35285306;23
31976785;35349905;31
1980;38683579;20
33769500;41827660;20
37008294;78423275;25
33080201;24098496;22
108468;19542789;21
58771215;341989;23
78019879;91634756;22
36184135;37911280;31
15755094;41814056;27
31480508;39441344;20
28950133;26217154;23
25117353;52537634;21
38683579;39441344;30
24098496;33538623;33
30022666;109198561;20
34274053;63731512;107
45745333;63731512;20
28261334;29534144;21
38489;40694317;24
37948240;36507793;33
33874468;38415798;24
40202469;30662716;35
34747103;41680212;22
29518065;30022666;28
12648877;36775085;37
27098092;28261334;20
25153764;44759043;47
15755094;101982925;29
33538623;37119411;21
32509740;41053835;23
36166073;31428243;21
34274053;49388164;26
40427933;26750264;38
25205856;37048696;22
24421364;34215577;24
45091870;63731512;22
30022666;66036248;43
34274053;23684028;25
24946565;33393308;22
25817269;27725748;31
29686754;34889014;20
50409684;36775802;28
32194285;41883468;30
1177;25276999;30
25232578;11283947;27
23684028;24565142;21
211437014;30666517;21
25346844;25153764;24
38489;58614200;33
34274053;66036248;37
78019879;81540170;42
63731512;121258913;91
37119411;38860424;25
22942343;33874468;27
31513532;36775085;32
346191;38683579;20
25346844;30179770;25
25153764;28950133;22
41053835;42541008;28
25205856;41813928;101
25189523;11982368;20
22741084;63731512;27
50409684;65960786;24
40836944;37119411;22
25205856;27121021;39
31480508;31516466;28
33393308;38834885;29
25205856;32615394;35
94;29302425;35
32194285;35595350;30
31976785;47256091;25
1672730;9325174;25
30936477;31920990;22
15548215;79138567;25
65464437;154631231;58
42968101;52537634;20
40427933;34171146;56
38683579;33080201;29
65652356;94791640;41
25205856;28556858;40
25117353;25752703;41
30022666;7736865;31
29559271;42496831;24
30525261;38233726;21
90730773;58737741;21
24713873;30525261;20
40202469;27730461;36
32939817;41053835;27
30210603;48618580;25
28477986;37119411;50
78019879;31112617;25
28905875;29534144;33
26284064;25232578;24
15755094;33621085;29
30022666;45012348;30
40202469;12414096;30
20225241;54384231;21
36147615;78019879;40
78019879;34116496;69
32041317;38818986;38
26555975;47679753;24
32041317;38664418;21
41437811;36775802;23
37119411;106084026;23
30022666;54566161;26
48319873;24098496;32
19542789;32194285;28
24098496;31545597;68
17655824;29905631;21
40335272;41041067;33
30022666;35068738;30
25749497;26776509;36
40202469;58737741;33
29518065;33338722;22
26555975;60114472;41
26307864;31480508;27
37119411;44743077;38
40202469;48512305;34
25117353;26307864;22
24565142;41813928;28
65464437;31935454;23
69589815;40202469;21
27797026;29686754;29
30210603;171840666;20
38489;43215063;30
33621085;58737741;22
24421364;33393308;22
7588671;30210603;36
29534144;62830729;26
23611958;28950133;20
48319873;20845272;24
65464437;66567433;53
63731512;139105204;27
32041317;32376169;22
36166073;38233726;46
34274053;30666517;22
24565142;27060808;25
78019879;125004421;48
27725748;38233726;26
63731512;60114472;32
65652356;95543604;22
31976785;53782768;31
32127188;36147615;27
26307864;29348258;36
48319873;41053835;21
1672730;37008294;35
27797026;26127512;22
28950133;58737741;42
25421850;36047336;23
26970810;38233726;21
25752703;38683579;23
25346844;33621085;28
30525261;27797026;25
3551694;74880417;30
1711;24713873;26
39321576;44759043;21
78019879;51189706;32
22942343;25153764;26
32194285;17655824;36
31480508;59570143;22
37119411;41813774;47
27531145;32194285;24
25421850;23626127;21
29246653;35145657;21
26750264;38462835;20
35294456;29534144;21
30525261;47679753;23
22798006;31862851;20
38489;60367127;29
34215577;29832607;28
932;9892340;39
31480508;46521427;24
30210603;57433185;33
68995594;69563163;33
30022666;48149358;29
11982368;42556983;22
29534144;66036248;82
60397113;29725517;24
30525261;40167434;32
29833734;37119411;21
78019879;77947518;22
11982368;32943546;35
25205856;33780182;30
41538339;42811897;22
29573241;38415798;24
1177;24613343;20
65960786;106084026;26
4325149;42501618;31
25205856;45938293;42
29302425;27211409;24
26151903;30748170;21
14899079;19720218;22
50409684;76982440;22
25205856;44759043;73
24421364;37119411;59
28950133;35145657;26
46252034;74404187;27
38489;34747103;39
77988045;100735073;20
40202469;25603109;36
160473982;78019879;48
65464437;1388;34
38489;43879004;21
34274053;60511457;22
932;26127512;24
30525261;33393308;27
1711;41890491;21
78019879;66615303;21
26555975;26750264;57
78019879;161516291;20
20629724;55533849;20
78019879;32127188;26
34274053;63442801;25
23475118;27725748;20
125004421;932;22
25153764;34305040;25
25205856;34580489;34
29559271;45012348;27
25205856;34483558;57
29534144;41890491;22
26555975;34199707;25
68995594;20845272;21
29832607;36775802;26
3551694;35486195;23
33393308;24086381;21
23475118;24098496;28
25232578;27797026;20
36507793;25205856;22
25205856;51254145;91
37948240;78423275;20
30022666;42496831;42
31480508;262340;22
30022666;32422548;27
38683579;25421850;35
22798006;31428243;24
36959676;63731512;33
1177;32041317;27
38664418;76982440;26
42496831;78423275;21
27885374;29559271;20
24098496;42879402;29
34118551;41883468;25
25817269;27797026;40
31480508;33134232;21
20845272;30315369;22
932;31976785;47
36775085;45938293;20
38489;87722708;21
34168005;11982368;23
29559271;26217154;23
37119411;4100014;21
29534144;35486195;22
32015300;32509740;22
28950133;43879004;20
26356004;111557607;22
36164349;38834885;24
34215577;42496831;25
41437811;32509740;26
34215577;35285306;27
69563163;74404187;25
22798006;34486229;21
38664418;53066484;35
24089576;24396213;44
30210603;34355441;61
40202469;33769500;25
33393308;33415527;33
78019879;35595350;54
25205856;31862851;31
37119411;145800770;25
28;63731512;27
63731512;97882810;24
28627911;31920990;21
25205856;37633522;32
36507793;66036248;60
23553134;34274053;38
41813928;41814056;38
1711;31920990;24
15755094;31969346;32
15755094;57354358;25
27797026;36775085;41
31935454;36507793;45
31963425;34486229;20
15755094;22822305;44
38683579;41813928;46
29832607;27315475;40
25117353;28950133;53
30559917;38683579;30
32370614;63731512;24
1711;27725748;41
11283947;84793390;21
19542789;32041317;24
27725748;34116496;25
25232578;30315369;31
63731512;15548215;26
41538339;49840023;24
34483558;36692222;21
29302425;35486626;56
29302425;30086880;21
25117353;52905059;25
41437811;67580761;37
36166073;20845272;23
25346844;28556858;25
1711;29534144;38
1711;39009769;33
346191;41053835;26
32194285;52537634;29
24086381;31935454;20
30602036;41041067;20
36775085;36507793;28
26858816;32509740;20
29534144;17655824;70
34889014;35113021;25
460389;23475118;22
41680212;40202469;27
65464437;80799820;77
37495032;59592700;33
24098496;27060808;32
34215577;59336460;25
27797026;35718846;20
40427933;33621085;29
78019879;49388164;61
30525261;32194285;55
40167434;23684028;21
1711;29559271;69
460389;20845272;28
78019879;37948240;56
25205856;28122932;34
36166073;25189523;28
32194285;42811897;40
24098496;31516466;38
27797026;38834885;28
33113779;60098643;26
17655824;41041067;21
932;35555742;39
50409684;23783750;20
40202469;75926123;31
26555975;24089576;31
24713873;29690457;20
29534144;28;36
29302425;23611958;22
4325149;54295855;23
25232578;66036248;38
42501618;57354358;21
29302425;47131705;24
29559271;54530371;26
25003603;57969268;21
41437811;29534144;58
41680212;43322215;21
63731512;96047932;23
20845272;38415798;29
78019879;95648824;20
17655824;30210603;44
32041317;31969346;24
25205856;22631975;46
87153802;63731512;38
38489;69577246;46
78019879;81286083;20
32041317;101621324;23
36775802;57846937;53
25421850;36692222;27
4325149;25533848;27
32041317;4829;26
29690457;34215577;20
65464437;111086033;73
57354358;63731512;36
41437811;70034991;20
31480508;34305040;38
29302425;91050183;38
28950133;40567146;23
55155418;83013121;30
74404187;90051042;23
38489;29302425;55
932;81540170;55
23553134;30022666;34
3551694;25117353;20
37119411;47591566;21
78019879;103966263;20
57846937;34305040;21
22822305;30210603;20
58737741;40167434;22
29534144;63731512;219
28627911;34116496;30
23626127;34116496;31
29302425;53895352;28
40202469;42786481;33
40167434;35595350;22
37119411;38462835;43
26555975;73578707;74
25117353;23626127;21
35486626;38818986;22
38489;100206793;23
30210603;31963425;31
23553134;78019879;20
25346844;4325149;21
94;26270763;75
28950133;49439086;21
37119411;101621324;21
25205856;27315475;22
11982368;78019879;37
36184135;31513532;20
35486626;38744784;29
87389803;118304034;20
60246988;65464437;26
25346844;25817269;31
29534144;28866484;28
41813774;41814056;23
3551694;40202469;111
29302425;32112479;21
35113021;36184135;26
40427933;25153764;23
17655824;25232578;41
34274053;76982440;49
22942343;28950133;23
57354358;63442801;53
45842880;58712172;24
22522055;37119411;44
30022666;35915449;20
346191;26127512;27
40202469;112139211;34
30559917;38415798;28
63731512;32376169;22
34274053;39441344;27
4325149;35486626;26
25117353;31963425;43
932;29690457;29
4325149;15755094;47
38683579;26610299;21
28950133;45938293;41
29178527;38462835;20
24565142;28587219;20
32041317;139105204;20
17568841;38683579;21
37119411;55155418;32
31480508;69671264;20
26858816;31076033;20
73476;42307767;20
26776509;40836944;20
63442801;66036248;45
94;4537617;25
28256828;37119411;22
87153802;40886007;27
29534144;48413872;21
23684028;42496831;22
41437811;45091870;31
29302425;32615394;45
32194285;25205856;27
28627911;42541008;21
25189523;37008294;21
107497838;25117353;21
20629724;46172262;25
29178527;32194285;24
26858816;52537634;24
23148107;29246653;23
20629724;32041317;53
38683579;25117353;42
50409684;211437014;28
34274053;35068738;27
40167434;42496831;22
20629724;32169030;24
27797026;32439535;22
27315475;28950133;25
34274053;45432439;20
36166073;29534144;22
26776509;35294456;27
11283947;30022666;22
29573241;52537634;25
22822305;27797026;23
40202469;38683579;64
25205856;50348171;112
22822305;36507793;52
20629724;35486626;25
34274053;41053835;46
36166073;41437811;26
40427933;20629724;83
24089576;34274053;39
26750264;27121021;29
203677279;37119411;20
78019879;24234717;52
31480508;74404187;63
41890491;63731512;23
29686754;29690457;24
27895931;37119411;68
4325149;25205856;88
23475118;28627911;21
72296316;78423275;20
28950133;41053835;46
19542789;3551694;20
30022666;114086029;21
25205856;35555742;27
24565142;78423275;35
35113021;35486195;23
78019879;39321576;58
30315369;37160097;20
26217154;28950133;24
34168005;38415798;33
19542789;26112272;22
25205856;128503206;20
29534144;73476;29
38489;9828994;34
53845179;66036248;20
35349905;38462835;27
25205856;90413994;22
49866476;27917858;30
29534144;34498598;34
22798006;42968101;29
37119411;39236499;25
22798006;32939817;21
25117353;28122932;29
32127188;4325149;22
29534144;35486626;57
30022666;35294456;80
35349905;36775085;27
125004421;24086381;21
17655824;37008294;49
29716377;48652426;38
1711;42763042;23
24098496;25947555;22
32015300;58737741;26
1672730;35486626;22
31480508;58942429;35
63731512;354372;24
37119411;96196967;21
23626127;30936477;21
78423275;91933860;46
38683579;31513532;34
31480508;182873218;34
29534144;97882810;31
26858816;29302425;54
29832607;31480508;31
22798006;47696395;28
87153802;37119411;60
786;133339;21
25153764;37752959;23
36147615;51254145;22
24713873;30179770;21
38664418;41184973;20
38379853;45938293;21
36166073;34580489;23
33769500;48319873;23
35349905;90730773;24
36147615;37752959;21
40427933;33338722;26
15755094;27315475;20
26970810;36775085;21
65464437;95985023;61
25153764;48413872;26
31920990;38683579;33
53782768;76982440;23
56106344;106084026;34
76982440;83515968;25
37119411;22631975;27
27895931;30525261;22
29534144;135856652;29
24089576;30525261;24
29302425;30210603;56
4325149;33393308;54
25205856;91453124;48
32041317;55404958;24
37119411;54530371;58
23164653;37119411;28
33874468;37495032;22
25557243;28261334;29
25205856;48247547;32
23213239;26284064;23
44759043;41814056;23
33769500;53895352;28
29716377;47591566;30
51016572;76982440;29
17655824;26112272;34
932;73965718;174
31976785;36047336;36
460389;31057217;22
31976785;42968101;37
32194285;45770903;28
36775085;41887171;22
78019879;44508992;21
25421850;37008294;26
66036248;139105204;29
32041317;69563163;28
346191;44759043;21
23475118;4325149;21
34215577;32015300;25
25153764;40202469;20
40202469;25205856;84
30022666;35595350;44
25153764;27797026;27
35217149;37119411;28
26750264;49439086;20
31920990;36147615;25
36147615;41437811;27
25421850;38379853;29
27932995;33621085;20
60397113;3118237;24
29534144;32615394;24
15755094;41774259;25
28122932;37119411;35
25205856;139105204;121
35294456;38683579;28
50409684;32370614;20
41437811;33874468;41
29559271;26555975;27
22798006;53895352;32
1388;28122932;21
32194285;34137285;23
22798006;28556858;33
24089576;30559917;20
29534144;31319658;43
40202469;36047336;46
78019879;34889014;20
29302425;30553269;20
28950133;28556858;20
41525215;59570143;21
63731512;152624627;20
65960786;29246653;27
1672730;36147615;20
45595714;57846937;21
33874468;4325149;24
78019879;162467774;20
16466790;40575907;21
36775085;38462835;20
24089576;28587219;20
30447908;36147615;22
1743189;35154753;36
29302425;262340;22
25557243;72495085;33
30602036;34274053;28
25205856;46101364;26
38489;34613849;22
35595350;36507793;51
26555975;49388164;27
11982368;29690457;31
28950133;31935454;28
32127188;33874468;31
4325149;11283947;26
32194285;42092461;44
35595350;60114472;25
41041067;42092461;20
28261334;33393308;61
1333947;40202469;31
63731512;1672730;31
38379853;59570143;21
32041317;79138567;35
460389;24421364;33
30315369;32943546;21
27797026;30936477;21
29246653;41525215;22
25205856;11283947;83
25189523;25205856;24
50409684;67580318;47
17655824;33338722;24
43215063;52537634;23
25205856;998490;49
25346844;39009769;27
23433159;29302425;22
33842750;37119411;27
65960786;34168005;22
932;33113779;128
60397113;56106344;21
40427933;114271609;24
37119411;66036248;81
30559917;30975621;21
24199209;29559271;23
29534144;79042454;36
29534144;3551694;25
40498005;25421850;20
37119411;39009769;45
26555975;25189523;28
29559271;30936477;25
25153764;35238813;23
16466790;25153764;22
30210603;40335272;22
30525261;30559917;31
41437811;45613675;26
30210603;50776724;60
25117353;27725748;60
31480508;34662672;20
33393308;52537634;23
29559271;32615394;45
30022666;60511457;26
29534144;69671264;25
25205856;17568841;116
15755094;29534144;55
34215577;36775085;47
38683579;40316705;21
29559271;87389803;34
20845272;26750264;28
29690457;34483558;21
30022666;42811897;36
37119411;54384231;20
932;38079632;37
8814453;33393308;20
24089576;31545597;20
31480508;42811897;23
17655824;34580489;30
29534144;84793390;23
63731512;33489538;24
40202469;52585829;29
26750264;26555975;22
44759043;47696395;23
25205856;176471180;20
26307864;40886007;20
24098496;56106344;56
24565142;54566161;22
26970810;28673372;41
29559271;22741084;21
34215577;36164349;21
34274053;4325149;36
65652356;8814453;35
29832607;32041317;22
27797026;40167434;38
4325149;47696395;21
25117353;17655824;41
38664418;55310751;24
19542789;20629724;30
25205856;23727386;21
30210603;34580489;20
22798006;32131490;23
30022666;60397113;23
27725748;28950133;41
35154753;40202469;51
29559271;27121021;27
26555975;51258417;62
78019879;25336774;40
1711;28;20
25346844;63731512;61
460389;25153764;22
40567146;37119411;23
30666517;47597391;21
20629724;36507793;65
38683579;46491880;20
74404187;83013121;31
26555975;41774259;23
31805219;40167434;23
24089576;25153764;43
23148107;27315475;25
32041317;54384231;20
20629724;32943546;31
67580761;87389803;20
42496831;57354358;23
27797026;44759043;38
30210603;38379853;35
27797026;34483558;45
17655824;35154753;25
932;96783705;24
25205856;41538339;37
25153764;31963425;26
40202469;69517105;33
31545597;33874468;22
25205856;5041614;29
22798006;25869828;23
26307864;39009769;25
31976785;30525261;24
30022666;35145657;43
43879004;56106344;20
32943546;40886007;25
1672730;24565142;28
29302425;20629724;37
78019879;18517784;28
39444069;63731512;20
4100014;35486626;26
25205856;42968101;33
25346844;24713873;26
29559271;31752409;27
29246653;25117353;27
23611958;25346844;21
29302425;7736865;29
56106344;32509740;21
22798006;36147615;51
26555975;68995594;30
26112272;42496831;23
19542789;27797026;21
23464016;34355441;21
61047327;65464437;27
78019879;27770677;32
15548215;78019879;20
25189523;36775085;28
30315369;31976785;24
8814453;37119411;34
26555975;23626127;20
15755094;23482909;61
25817269;40167434;37
30022666;57354358;44
29686754;34274053;48
7984081;33113779;43
40202469;37264958;22
53066484;78019879;28
27797026;35238813;26
29559271;38683579;81
27797026;69547083;24
32041317;30022666;31
24713873;29302425;31
87153802;23475118;20
38379853;42541008;37
28556858;32439535;22
25205856;78423275;146
31866112;57846937;20
29559271;39321576;64
26307864;25817269;31
31480508;34384434;45
27797026;46252034;26
39321576;42968101;20
31480508;31963425;24
17655824;49840023;20
24098496;29689780;30
29534144;31545597;46
25205856;35595350;110
36166073;29905631;22
27797026;32509740;23
65960786;22798006;23
40202469;37086289;21
43369725;111086033;29
38489;30936477;21
40167434;38683579;23
20629724;51016572;28
40202469;28556858;22
23170931;25117353;30
78019879;48940689;37
29534144;67991642;23
30525261;34483558;41
38462835;39009769;20
12648877;24565142;21
22798006;27315475;36
78019879;58137117;34
40202469;29599237;20
29534144;19334776;28
29246653;35285306;22
25117353;31805219;30
29534144;2158488;31
35068738;37119411;55
68995594;25557243;21
65464437;29716377;58
25232578;42496831;31
24098496;88497493;24
33393308;78543917;21
25117353;32131490;31
28556858;44759043;23
78019879;46560358;22
37119411;41814056;59
23553134;38834885;24
25205856;44430895;55
