id;name;is_main_group;sub_quantity;university_id;MGU_quantity;MIFI_quantity;SECH_quantity;MEI_quantity;MGIMO_quantity;HSE_quantity;PNIPU_quantity;MIREA_quantity;MTUSI_quantity;MAI_quantity;PGNIU_quantity;RUDN_quantity;ITMO_quantity;REU_quantity;MGTU_quantity;MFTI_quantity;open_sub_quantity;university;is_main_group_int
28129783;LOOKBOOK | Street style;f;106;;13;1;6;3;11;19;6;1;0;1;12;13;2;9;8;1;106;;0
29246653;Корпорация зла;f;341;;17;11;4;13;17;17;42;20;8;30;27;46;20;34;24;11;341;;0
32422548;CALIFORNIA ROCKSTAR;f;76;;3;2;3;2;4;10;5;3;2;5;7;10;1;6;10;3;76;;0
36338110;KudaGo: Санкт-Петербург;f;108;;5;0;3;1;2;8;1;0;3;4;8;5;59;7;1;1;108;;0
41883468;Психология Тишины;f;138;;11;0;6;7;10;11;8;6;3;5;18;20;4;20;3;6;138;;0
52833601;Катавасия;f;81;;9;4;5;5;3;5;3;2;2;11;5;7;3;4;12;1;81;;0
32268250;BLACK HUMOR;f;67;;12;2;3;1;3;3;1;5;1;8;1;6;2;6;13;0;67;;0
34010064;Идеи татуировок;f;133;;9;3;4;5;6;16;10;9;5;19;7;18;4;12;5;1;133;;0
34137285;О чем говорят мужчины;f;137;;2;2;1;6;9;5;20;10;5;12;17;16;2;18;10;1;136;;0
125749731;The Experts: School of Finance;f;57;;17;1;0;0;9;19;0;0;0;0;0;0;0;3;7;1;57;;0
23254851;Stand-Up Club;f;51;;15;1;2;2;2;5;2;2;0;3;3;1;0;3;6;4;51;;0
214524833;Движение Первых;f;54;;11;3;0;3;3;2;4;2;0;4;11;3;3;3;1;1;54;;0
112292509;Правительство России;f;59;;15;2;1;2;5;3;3;1;0;5;11;2;1;1;5;2;59;;0
32178321;Existentia;f;64;;11;3;4;1;5;9;2;2;0;4;6;2;3;8;4;0;64;;0
34232566;Лайфхаки;f;66;-1;9;1;2;3;4;8;2;3;2;7;6;7;3;6;2;1;66;Не связана;0
29231851;Rock | Рок;f;74;;11;4;3;4;5;5;5;5;0;8;3;7;1;3;8;2;74;;0
69062504;Абитуриенты  Сеченовского Университета;f;24;215;1;0;22;0;0;0;0;0;0;1;0;0;0;0;0;0;24;Первый МГМУ им. И. М. Сеченова (Сеченовский Университет);0
45377300;Студент-медик;f;36;;2;2;22;1;1;1;0;0;0;0;0;4;1;2;0;0;36;;0
23308460;theend.;f;74;;16;3;8;5;5;4;4;2;0;9;0;6;0;6;5;1;74;;0
29534144;Лентач;f;836;;114;30;31;36;52;145;27;31;10;38;62;33;40;40;84;63;836;;0
49439086;Дома не поймут;f;149;;22;2;15;7;10;17;2;4;1;7;6;26;3;13;12;2;149;;0
39153701;Злой Гений;f;71;;8;3;3;3;3;3;4;3;4;7;7;10;3;6;3;1;71;;0
34889014;Диетические рецепты;f;132;;12;2;8;6;1;11;17;4;4;3;29;11;7;14;2;1;132;;0
52735667;Красивые места Москвы и Подмосковья;f;92;;18;7;2;5;6;3;0;5;3;6;2;5;1;9;15;5;92;;0
2089898;GQ Russia;f;42;;13;2;1;1;2;9;4;0;0;2;0;0;2;3;3;0;42;;0
17568841;Телеканал Дождь;f;210;;23;4;2;1;23;68;11;7;2;9;22;12;5;9;5;7;210;;0
25153764;Английский каждый день | Endaily;f;393;;43;8;18;11;33;52;20;6;6;18;49;36;18;39;19;17;393;;0
163784141;Ищу модель Москва;f;52;;12;2;4;1;2;2;0;1;3;2;0;7;0;10;5;1;52;;0
25421850;Вдохновение.;f;231;;20;8;8;9;16;19;23;11;11;12;28;27;7;14;9;9;231;;0
25380626;Первый канал;f;96;;21;0;1;3;6;6;6;4;2;11;11;12;1;5;5;2;96;;0
37495032;Театры для студентов МГУ;f;157;2;137;2;1;1;3;7;0;0;0;1;0;3;0;1;1;0;157;МГУ;0
56106344;Палата №6;f;360;;41;13;12;18;13;20;25;20;10;26;35;47;17;24;31;8;360;;0
84793390;Яндекс Образование;f;110;;26;4;1;3;2;8;3;5;1;5;3;2;6;3;21;17;110;;0
25758;Changellenge >> Ваш карьерный гид;f;74;;11;4;1;2;8;21;1;1;0;4;1;3;0;3;8;6;74;;0
35005;VK;f;67;;9;6;0;4;3;5;0;0;1;5;2;1;2;2;23;4;67;;0
111634944;MS Excel Tips&Tricks;f;89;;12;2;0;5;11;16;2;0;0;6;1;3;1;13;12;5;89;;0
101982925;МАТЧ ТВ;f;141;;16;8;3;7;5;15;10;6;4;14;14;12;5;6;14;2;141;;0
39009769;Cook Good - лучшие рецепты;f;287;;26;11;12;9;18;22;32;8;8;10;36;32;16;28;14;5;287;;0
41041067;Наука и факты | Что будет, если...?;f;230;;13;9;10;4;7;14;22;12;14;16;15;28;13;21;24;8;230;;0
66640066;Bloom;f;102;;19;1;8;4;6;10;7;1;2;8;7;9;2;4;10;4;102;;0
43772432;Фабрика идей;f;178;;12;2;7;4;9;9;29;2;10;12;28;15;11;18;6;4;178;;0
34378493;LOOKBOOK;f;115;;13;5;6;2;10;10;12;2;1;3;16;18;2;11;4;0;115;;0
21352492;Англия | Английский язык;f;75;;11;0;4;4;3;3;5;8;1;3;8;10;1;3;2;9;75;;0
34384434;Музыка;f;238;;22;6;3;14;15;28;10;6;10;23;15;20;9;19;28;10;238;;0
51890028;Skyeng;f;66;;10;2;1;3;2;6;7;2;2;4;8;1;5;1;9;3;66;;0
64980863;Английский юмор;f;94;;10;2;7;2;3;5;12;3;1;7;9;14;4;9;5;1;94;;0
49684148;Санкт-Петербург Live;f;72;;5;2;0;1;6;6;7;1;1;3;8;6;23;1;1;1;72;;0
28261334;TJ;f;269;;40;10;6;7;25;74;6;7;2;5;12;8;16;10;25;16;269;;0
78423275;Arzamas;f;308;;71;10;6;5;26;63;9;7;0;5;29;20;9;11;17;20;308;;0
142367600;Личный повар;f;63;;6;2;1;3;1;1;5;5;4;6;5;11;2;3;6;2;63;;0
38664418;Типичный МГУ;f;166;2;155;0;0;0;4;2;1;0;0;2;0;0;0;0;0;2;166;МГУ;0
44044055;Спорт МГУ;f;37;2;33;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;37;МГУ;0
49866476;Профком МГУ — студентам и аспирантам!;f;230;2;214;1;0;3;3;4;0;0;0;2;0;2;0;0;0;1;230;МГУ;0
49962921;Студенческий совет МГУ;f;120;2;109;1;0;0;1;2;0;0;0;2;1;2;0;0;0;2;120;МГУ;0
43503600;SMMщики;f;107;;7;3;1;2;2;13;11;6;0;6;12;9;9;14;6;6;107;;0
47256091;Открытый космос;f;93;;8;7;0;10;3;4;2;4;0;18;6;3;4;0;16;8;93;;0
62002392;Московские сезоны;f;53;;5;0;4;2;2;3;2;4;2;11;0;3;1;1;10;3;53;;0
34964358;Может обсудим?;f;74;;5;3;1;0;7;5;5;3;6;4;7;10;1;13;4;0;74;;0
30666517;Типичный программист;f;358;;22;21;0;17;3;27;11;21;19;29;24;7;40;6;66;45;358;;0
123851409;Т-Образование;f;80;;23;4;1;1;0;8;1;0;0;5;3;2;2;3;14;13;80;;0
61516226;Математики шутят;f;81;;23;5;1;5;4;2;0;0;0;5;4;0;3;1;8;20;81;;0
48539843;TRIP secrets | секреты путешествия;f;92;;15;3;1;6;10;17;3;4;1;4;4;1;2;6;6;9;92;;0
54799175;Лекториум;f;57;;9;3;0;0;2;2;4;2;0;4;7;4;7;0;1;12;57;;0
186208863;Ёжик в матане;f;76;;30;6;1;1;0;5;1;0;2;3;6;0;2;1;7;11;76;;0
33621085;Котизм;f;285;;26;13;5;15;12;18;21;18;10;16;35;22;18;19;27;10;285;;0
62067277;Мозговые орехи;f;72;;5;1;3;2;4;3;9;2;0;7;14;8;8;2;1;3;72;;0
160473982;Первый университетский — новости МГУ;f;81;2;67;0;0;1;1;2;1;1;0;1;1;1;0;1;1;3;81;МГУ;0
44759043;Just English;f;368;;41;9;20;8;28;33;26;16;10;16;42;45;5;30;32;7;368;;0
35238813;Открой планету заново |  Путешествия по миру;f;130;;11;2;3;5;6;10;17;7;7;11;13;12;2;12;6;6;130;;0
23475118;Better than yesterday;f;131;;13;0;8;2;9;15;11;3;1;4;10;21;3;23;5;3;131;;0
41813774;Немецкий язык;f;138;;23;5;3;3;17;15;5;2;2;7;10;11;3;9;14;9;138;;0
1415705;Gazgolder;f;83;;8;2;3;6;3;7;12;4;3;8;4;4;2;10;6;1;83;;0
43540875;ЗЛОЙ МЕДИК;f;74;;6;2;16;3;1;3;3;5;1;0;7;17;2;3;4;1;74;;0
91989663;Москва Бесплатная;f;100;;21;1;4;9;8;9;1;4;1;13;3;7;0;4;13;2;100;;0
35983383;Популярная музыка;f;93;;19;2;3;1;5;8;2;0;1;8;6;9;2;15;9;3;93;;0
39599132;SMM секреты с Анастасией Юговой;f;51;;6;1;0;1;3;5;10;0;0;2;9;3;4;3;3;1;51;;0
23684028;Конференции, Семинары, Гранты, Бизнес Идеи;f;246;;25;2;4;2;34;62;12;3;1;5;16;24;3;24;10;19;246;;0
29354345;Институт биоинформатики;f;56;;21;0;1;1;0;4;0;1;0;2;2;1;6;2;2;13;56;;0
51586631;Работа в Москве;f;59;;14;2;6;3;3;6;1;3;1;4;1;5;0;4;4;2;59;;0
60871985;Подслушано на Журфаке;f;24;;23;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;24;;0
131101936;TargetHunter;f;59;;8;1;1;2;1;5;7;1;1;3;13;2;3;6;4;1;59;;0
30525261;Psychology|Психология;f;281;;21;6;8;10;20;27;28;10;12;13;25;30;9;32;22;8;281;;0
31545597;BOOK OUTLOOK;f;172;;24;4;6;3;15;29;7;5;2;5;17;22;2;13;17;1;172;;0
31764685;Из Москвы;f;84;;12;7;1;3;3;5;5;7;3;10;6;5;0;8;3;6;84;;0
47859694;Новости ДАС МГУ;f;24;2;21;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;24;МГУ;0
34171146;BCC|Bauman Career Club;f;63;;3;0;0;2;1;6;0;0;0;0;0;0;0;1;48;2;63;;0
41171744;Starts&Flops.;f;59;;3;0;0;1;12;30;0;0;0;0;0;0;1;2;6;4;59;;0
27098092;Парк Горького;f;138;;33;4;4;9;5;29;0;4;2;10;0;8;0;17;8;5;138;;0
42501618;HSE Press;f;73;;4;1;0;0;1;64;0;0;0;0;0;0;0;0;1;2;73;;0
43921957;FU Case Club;f;50;;6;0;0;0;6;24;0;0;0;2;1;0;0;2;7;2;50;;0
7736865;/Б/етономешалка;f;113;;20;3;4;4;7;9;6;4;6;7;6;8;3;13;10;3;113;;0
9073074;чай со вкусом коммунальной квартиры;f;84;;13;0;3;3;5;10;6;1;0;6;15;5;2;7;6;2;84;;0
34035188;MOTHERLAND;f;71;;10;2;1;4;8;19;2;2;0;3;2;6;0;0;9;3;71;;0
35598590;Нейрофизиология;f;54;;13;2;5;0;1;4;2;2;0;5;0;7;2;1;4;6;54;;0
37948240;Биология;f;154;;45;3;16;3;5;10;4;4;2;6;15;11;0;3;11;16;154;;0
38860424;Тысяча чертей, какие книги!;f;60;;8;2;6;1;4;9;0;0;0;3;12;1;2;1;7;4;60;;0
40553536;NETFLIX VK | Новинки кинo, сериалы, фильмы 2024;f;149;;13;3;7;6;13;3;15;13;4;14;16;15;7;10;6;4;149;;0
40836944;Just Art;f;121;;8;3;3;7;3;8;8;17;6;8;3;13;5;3;19;7;121;;0
52905059;Шедевры поэзии | стихи;f;107;;17;1;5;1;8;5;10;4;3;7;17;11;7;3;5;3;107;;0
53484080;Додо Пицца Россия;f;62;;2;2;2;1;0;5;4;3;3;14;6;0;4;5;9;2;62;;0
71960446;Русская пустота;f;132;;37;4;5;4;6;10;5;9;1;7;9;8;3;3;12;9;132;;0
74058720;Когнитивистика;f;74;;25;1;3;2;2;3;1;1;0;5;8;7;1;5;4;6;74;;0
23637723;Популяризация науки;f;82;;14;2;2;7;4;7;5;3;0;4;10;2;7;1;4;10;82;;0
142582865;Martadello;f;83;;8;5;1;5;1;4;8;2;7;5;4;2;8;4;14;5;83;;0
25570041;Бизнес-клуб МГИМО;f;102;236;7;0;0;0;59;20;0;0;0;1;0;2;0;3;7;3;102;МГИМО МИД России;0
25490113;Finparty.ru;f;27;;1;0;0;1;5;11;0;1;0;1;0;0;0;3;2;2;27;;0
45595714;Академия Порядочных Парней;f;84;;10;2;1;4;3;6;3;4;2;11;3;10;5;6;12;2;84;;0
26127512;Betraveler | Добро пожаловать на Землю;f;229;;21;4;6;6;17;24;17;8;9;13;21;24;15;21;15;8;229;;0
80358348;Шапито!;f;36;-1;7;0;1;2;5;9;0;0;1;1;2;1;1;0;3;3;36;Не связана;0
30738633;ПФК ЦСКА Москва;f;69;;11;3;0;2;2;12;1;6;0;8;0;9;0;5;7;3;69;;0
24565142;Russian Traveler;f;379;;50;9;8;21;25;32;26;11;9;10;52;33;18;31;20;24;379;;0
82267971;Книга животных;f;80;;14;7;5;1;4;1;5;0;3;9;8;4;3;3;8;5;80;;0
84221627;Биомолекула;f;53;;21;1;9;0;0;2;1;1;0;1;1;2;1;0;1;12;53;;0
20225241;Т-Банк;f;227;;15;10;2;4;6;20;19;9;14;13;19;12;19;14;28;23;227;;0
25813425;АРТ искусство;f;95;;13;2;6;3;4;13;4;3;3;7;9;10;4;7;4;3;95;;0
53986642;Микрофотографии;f;39;;17;0;5;0;0;2;1;0;0;1;3;5;1;1;2;1;39;;0
106084026;Just Story;f;208;;33;5;4;8;6;20;14;11;8;18;16;15;12;7;19;12;208;;0
159858626;К У С Ь & Ц М О К;f;55;;16;1;1;0;3;7;0;3;0;6;3;2;1;1;7;4;55;;0
179664673;Журнал «Код»;f;94;;17;4;1;4;5;4;2;3;2;4;6;2;10;4;14;12;94;;0
30159897;Нетология;f;86;;7;3;0;2;2;17;5;1;1;4;9;9;7;4;8;7;86;;0
31038184;Wylsacom;f;103;;13;4;0;5;2;5;6;6;3;19;4;6;7;4;17;2;103;;0
114426022;Locus Solus | книжное антикафе;f;63;;21;9;2;0;1;2;1;4;1;7;1;3;0;1;3;7;63;;0
41057556;Learn English IELTS + TOEFL & GRE;f;48;;18;1;1;1;2;11;1;0;0;1;3;2;1;1;4;1;48;;0
41774259;Голос;f;156;;19;2;3;6;14;21;12;4;4;8;10;15;8;19;4;7;156;;0
58170807;КиноКайф - Лучшие фильмы;f;160;;10;4;6;4;8;5;26;9;6;18;12;20;5;18;8;1;160;;0
32194285;Food.ru — Главная кухня страны;f;568;;42;10;16;16;51;66;47;19;12;18;54;71;25;82;27;12;568;;0
38744784;Другая Литература;f;137;;21;4;2;4;5;13;9;6;4;8;18;12;7;9;10;5;137;;0
63133420;Бизнес Идеи!;f;59;;3;1;0;0;3;8;12;4;1;2;2;4;2;8;7;2;59;;0
37684434;Interior and Decor - Дизайн интерьера. Декор;f;134;;6;4;3;5;7;11;22;6;6;7;21;13;4;12;5;2;134;;0
49597365;iSchool: клад материалов для саморазвития;f;94;;13;1;3;2;7;14;5;1;1;7;7;10;2;7;6;8;94;;0
54566161;Бродяги Дхармы;f;101;;9;6;1;3;3;24;2;2;5;3;15;3;5;3;14;3;101;;0
45938293;Почему?;f;220;;13;5;10;8;11;17;15;9;11;15;19;21;14;22;24;6;220;;0
31162722;Реклама как искусство;f;95;;5;4;1;2;5;12;15;5;1;5;7;13;4;12;2;2;95;;0
28;AIESEC в России;f;142;;26;5;1;2;14;45;1;1;1;7;1;13;3;12;7;3;142;;0
55564029;Всё как у зверей / Евгения Тимонова;f;78;;18;2;1;2;2;10;4;2;1;3;11;2;2;0;3;15;78;;0
77984937;Книга МАКСИМА;f;38;;31;0;0;0;1;4;0;0;0;0;0;1;0;1;0;0;38;;0
81540170;ТАСС Наука;f;83;;23;3;2;2;2;4;3;0;0;3;2;3;1;0;5;30;83;;0
42109398;Уроки рисования;f;89;;12;2;2;1;4;10;9;1;2;6;10;5;12;6;6;1;89;;0
31786047;Культура & Искусство;f;95;;13;3;2;1;7;11;5;0;2;8;14;11;2;7;3;6;95;;0
28556858;Бизнес цитатник;f;206;;12;7;1;1;11;16;37;6;8;9;21;16;10;28;13;10;206;;0
51189706;Just Video;f;190;;26;9;8;10;13;16;10;11;6;10;9;14;13;10;19;6;190;;0
45770903;Домашние хитрости | Гений креатива;f;117;;6;6;3;2;8;5;11;11;4;8;13;10;9;11;7;3;117;;0
126093223;VK Dota 2;f;81;;10;2;2;6;3;5;1;4;4;11;3;2;5;2;16;5;81;;0
16824047;ФК «Зенит»;f;39;;3;2;0;0;0;4;2;0;1;2;2;1;20;0;1;1;39;;0
34300760;Высокие Технологии | ВысТех;f;76;-1;4;7;0;6;4;4;4;4;5;9;6;5;6;1;7;4;76;Не связана;0
25679656;Тонкий юмор;f;175;;14;1;3;4;8;10;28;14;6;10;21;19;9;16;11;1;175;;0
47275428;Ростех;f;82;;9;4;0;4;4;0;10;2;3;11;8;3;4;1;13;6;82;;0
85393518;"Телеканал ""Россия-Культура""";f;44;;11;1;0;1;4;5;1;0;0;4;9;1;1;3;2;1;44;;0
154663524;Центр педагогического мастерства (ЦПМ);f;33;;11;2;0;1;0;6;0;0;0;3;1;2;1;1;2;3;33;;0
212768340;Виктория Складчикова;f;83;;8;5;4;3;3;3;16;2;2;4;9;4;7;2;11;0;83;;0
22522055;Сбер;f;198;;21;9;5;11;7;12;21;11;5;16;29;9;8;13;17;4;198;;0
91634756;Russian Travel Geek;f;43;;12;0;0;1;1;3;1;2;1;3;4;2;3;2;2;6;43;;0
1149;Физический факультет МГУ имени М.В.Ломоносова;f;38;2;23;5;0;4;0;0;0;0;0;1;1;0;1;0;1;2;38;МГУ;0
89562865;Ё-медиа | ПГНИУ;f;31;730;0;0;0;0;0;0;2;0;0;0;29;0;0;0;0;0;31;ПГНИУ (ПГУ);0
48618580;Записки шеф-повара;f;149;;4;6;7;2;11;5;24;7;4;2;32;20;10;11;3;1;149;;0
48946342;YUMMY | ВКУСНЫЕ РЕЦЕПТЫ;f;79;;6;2;4;1;5;3;12;4;0;2;8;10;3;12;7;0;79;;0
51048597;Лурк;f;88;;12;4;4;3;3;4;4;9;2;5;15;5;4;2;9;3;88;;0
51812607;Мир Российская Премьер-Лига;f;97;;13;2;3;4;2;12;7;4;1;10;7;11;4;6;7;4;97;;0
58509583;Мобильная фотография;f;77;;10;3;3;5;5;6;5;0;3;5;12;5;5;1;6;3;77;;0
24199209;LIFE.ru;f;108;;14;2;3;9;5;8;6;4;4;9;11;13;4;6;8;2;108;;0
46521427;Brighton Beach;f;135;;15;8;3;8;10;12;6;0;4;16;5;11;4;10;20;3;135;;0
5880263;Лучшие фотографы и модели;f;160;;7;4;9;6;12;11;10;6;6;5;18;22;7;19;12;6;160;;0
23064236;Четкие Приколы;f;66;;3;2;2;4;2;1;9;5;2;6;7;10;5;2;5;1;66;;0
28528027;Женские секреты;f;73;;3;0;3;1;4;3;11;4;4;7;10;11;2;8;2;0;73;;0
26614831;Спортивная;f;78;;4;3;5;4;3;3;11;3;1;0;15;11;1;9;4;1;78;;0
28771923;Сола Монова;f;73;;5;2;1;2;5;1;15;2;1;2;15;2;4;10;4;2;73;;0
31428243;Workout | Будь в форме;f;127;;7;3;1;6;9;17;12;1;1;8;10;20;4;22;3;3;127;;0
33159467;Смешно До Боли ツ;f;66;;2;0;3;5;2;3;10;4;4;8;5;10;1;7;2;0;66;;0
104687211;unitalks;f;24;-1;6;1;0;0;0;9;1;0;0;0;0;0;0;0;5;2;24;Не связана;0
57354358;Подслушано ВШЭ;f;162;128;10;2;0;0;3;140;0;0;1;0;1;0;0;3;1;1;162;НИУ ВШЭ (ГУ-ВШЭ);0
62122594;Признания на Физтехе;f;29;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;29;;0
60643309;Лаборатория медиа;f;30;;13;0;1;1;1;1;0;1;1;2;4;3;1;1;0;0;30;;0
44430895;esprezo.;f;36;;4;0;0;0;2;23;0;0;0;0;0;0;0;2;2;3;36;;0
48006306;Wornpath;f;84;;16;4;5;8;3;10;1;2;0;6;10;2;2;7;7;1;84;;0
25533848;Иосиф Бродский;f;123;;17;3;5;5;12;23;3;3;1;5;11;12;3;9;6;5;123;;0
63442801;Цитатник ВШЭ;f;128;128;6;2;0;0;2;111;0;0;0;0;1;2;0;2;1;1;128;НИУ ВШЭ (ГУ-ВШЭ);0
37753541;Испанский для лентяев;f;86;;16;3;1;0;6;12;4;1;0;2;6;14;4;7;4;6;86;;0
28458334;Литература;f;54;;14;3;3;2;1;5;1;2;1;5;3;6;0;2;6;0;54;;0
154631231;Олимпиада студентов «Я — профессионал»;f;89;;15;8;29;0;3;15;0;2;0;3;2;2;4;0;2;4;89;;0
145800770;вДудь;f;99;;10;5;3;5;8;6;8;4;1;9;15;5;6;6;6;2;99;;0
36045680;Design School;f;76;;8;2;0;5;2;14;4;5;1;2;10;2;6;7;4;4;76;;0
31022965;Я — переводчик;f;57;;6;0;1;0;14;9;3;0;0;2;8;10;0;0;2;2;57;;0
27770677;Агентство стратегических инициатив;f;71;;22;1;0;3;6;4;6;1;1;2;9;4;1;1;4;6;71;;0
133029999;СТУДЕНТЫ МОСКВЫ;f;41;;13;0;5;3;0;3;0;3;2;5;0;2;0;1;4;0;41;;0
47004738;Вакансии для переводчиков. Ваквак!;f;68;;9;0;0;0;30;5;3;0;0;1;7;13;0;0;0;0;68;;0
26610299;М.;f;118;;18;1;11;4;18;18;2;2;0;1;5;14;1;17;6;0;118;;0
149401625;Медицина, которую мы заслужили;f;22;;2;0;12;0;0;0;2;0;0;0;1;2;0;0;3;0;22;;0
84769196;Росмолодёжь.Гранты;f;44;;12;0;1;1;3;3;1;1;1;4;5;8;1;1;0;2;44;;0
40103104;ПЛЮСЫ И МИНУСЫ ЯНДЕКС ПЛЮС;f;64;-1;6;3;2;2;1;9;4;3;3;5;3;9;2;4;7;1;64;Не связана;0
59208488;Worklife HSE;f;65;;5;2;0;0;2;53;0;1;0;0;1;1;0;0;0;0;65;;0
65571243;Комьюнити «Достоевка и Партнёры»;f;36;;7;3;0;1;4;11;0;0;0;1;1;2;1;1;0;4;36;;0
30277672;• iFace;f;99;;11;4;6;4;2;3;13;6;3;15;4;13;3;5;6;1;99;;0
115689470;Маникюр - дизайн ногтей;f;70;;6;4;6;0;3;4;10;1;1;5;6;9;5;6;4;0;70;;0
42296923;Интеллектуариум;f;84;;6;4;1;2;3;4;11;4;5;4;12;11;4;7;2;4;84;;0
8722610;Champions Cup | Евро-2024;f;83;;11;5;0;3;9;7;3;3;2;4;9;7;3;7;8;2;83;;0
165599758;Xiaomi.Russia;f;63;;5;2;1;4;0;3;8;2;2;8;7;2;3;0;10;6;63;;0
41525215;Digit world - в мире технологий;f;150;;8;4;2;4;7;11;21;11;7;7;12;17;5;16;12;6;150;;0
42811897;Идеи Handmade;f;129;;7;3;3;5;6;8;18;3;7;8;17;15;7;10;9;3;129;;0
38449256;Фотошкола фотокурсы LABORATORY | Пермь;f;42;;0;0;0;0;0;0;12;0;0;0;30;0;0;0;0;0;42;;0
48295798;ВПРОК;f;21;;0;0;0;0;0;0;6;0;0;0;15;0;0;0;0;0;21;;0
19799369;Темная сторона;f;102;;16;4;7;7;4;4;10;7;2;8;9;11;3;2;8;0;102;;0
28362355;Фенечка | Красота своими руками;f;118;;10;2;5;5;1;7;13;3;5;9;18;15;6;12;6;1;118;;0
35207911;Физика;f;67;;11;8;0;3;1;2;2;1;0;3;2;0;4;1;10;19;67;;0
78273068;Интегральная вселенная;f;41;;12;2;0;5;0;3;0;1;0;3;0;0;3;0;7;5;41;;0
75932344;ОТ МАМЫ К МАМЕ В ПЕРМИ;f;69;;0;0;0;0;0;0;39;0;0;0;30;0;0;0;0;0;69;;0
9416253;Клуб мам Перми;f;33;;0;0;0;0;0;0;18;0;0;0;15;0;0;0;0;0;33;;0
54799401;IQ - интеллектуальный журнал;f;90;;6;4;2;2;8;4;11;5;3;6;8;11;4;6;8;2;90;;0
55955185;Sickipedia;f;83;;11;1;2;1;17;16;1;2;1;1;3;1;3;3;14;6;83;;0
39281167;Литературный оргазм;f;149;;19;3;6;4;9;16;9;3;4;4;19;17;6;13;10;7;149;;0
46305000;Мой сад - дачный советник;f;44;;3;1;0;0;1;1;6;4;3;2;14;3;1;3;1;1;44;;0
25106701;ИноСМИ;f;53;;8;1;1;0;12;5;2;4;0;3;4;6;2;3;1;1;53;;0
219407444;ЧБД;f;146;;13;5;9;14;6;9;15;4;8;9;9;9;3;14;15;4;146;;0
49694199;Школа кулинарии | Вкусные рецепты;f;63;;5;2;1;0;4;3;2;5;2;4;13;8;2;6;3;3;63;;0
114913332;загадочные обстоятельства;f;83;;12;2;3;4;2;10;3;3;6;8;7;6;2;2;9;4;83;;0
47591566;Medicine Live;f;91;;10;2;49;0;1;0;2;0;0;0;3;17;0;2;2;3;91;;0
44447442;Саморазвитие;f;68;;14;2;3;3;5;9;6;1;1;3;4;3;1;5;6;2;68;;0
58137117;Подслушано на экономе;f;28;;24;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;28;;0
36648726;0107 music;f;54;;10;2;3;4;1;9;1;1;0;3;2;0;2;5;10;1;54;;0
60770247;Лектории ВШЭ;f;29;128;14;0;0;0;2;10;0;0;0;2;0;0;0;0;0;1;29;НИУ ВШЭ (ГУ-ВШЭ);0
162729615;VK Квиз;f;82;;7;0;3;3;4;7;10;6;2;7;7;7;4;6;8;1;82;;0
98154015;Выхинская критика французской мысли;f;51;;19;1;0;1;3;15;0;0;0;2;3;1;1;0;1;4;51;;0
130311951;Пацанское Право;f;23;;6;0;0;0;3;12;0;0;0;0;0;2;0;0;0;0;23;;0
12846313;Хочу в магистратуру НИУ ВШЭ;f;20;128;3;0;0;0;0;9;1;0;0;1;1;1;0;1;1;2;20;НИУ ВШЭ (ГУ-ВШЭ);0
89513271;Yuppie;f;21;;2;1;0;0;2;13;0;0;0;0;1;0;0;0;1;1;21;;0
95648824;мемы про котов (по ржать);f;39;;13;1;1;2;1;6;0;0;1;1;3;1;1;0;5;3;39;;0
49290676;POP FARM;f;48;;7;1;4;1;3;13;0;1;0;2;1;3;1;3;6;2;48;;0
49840023;Skill;f;124;;7;3;2;2;11;8;5;5;8;10;14;15;4;14;8;8;124;;0
34815360;Дневник успеха;f;73;;2;0;1;2;2;6;12;1;5;1;15;9;5;8;3;1;73;;0
134182806;А как же серсо!?;f;40;-1;8;3;1;2;2;6;1;1;1;1;1;1;3;0;4;5;40;Не связана;0
106849164;Город Москва;f;78;;25;3;2;5;4;9;1;1;4;11;0;2;1;4;5;1;78;;0
28799949;Закон.ру;f;61;;19;0;0;0;10;14;0;0;0;1;11;5;0;1;0;0;61;;0
23611958;Психология;f;166;;23;8;10;4;8;19;10;5;6;8;13;8;1;15;21;7;166;;0
33393308;Стартапы и бизнес;f;464;;57;18;2;9;25;92;18;18;11;12;32;24;30;36;40;40;464;;0
25336774;Duran;f;282;;33;4;10;13;23;47;11;6;5;7;17;11;20;13;38;24;282;;0
1980;Indie Music;f;168;;24;4;7;1;16;37;6;4;7;6;12;12;4;4;17;7;168;;0
32015300;Без кота и жизнь не та ツ;f;195;;13;5;5;4;7;6;24;12;9;16;26;16;15;14;14;9;195;;0
144275173;Ищу модель Москва;f;59;;16;1;7;2;1;4;1;3;1;6;0;9;0;1;6;1;59;;0
29842742;ИГРА ПРЕСТОЛОВ: Дом Дракона;f;80;;11;7;0;0;5;7;4;4;4;7;2;13;4;4;7;1;80;;0
23872332;Эрих Мария Ремарк;f;78;;13;3;3;1;10;10;5;0;1;4;4;11;0;6;5;2;78;;0
87713253;FIN NETWORK: финансовая онлайн школа;f;23;;1;0;0;0;4;11;0;0;0;0;0;0;0;2;2;3;23;;0
28468381;Юмор категории Б;f;64;;6;1;2;1;3;6;3;5;0;11;4;8;3;2;7;2;64;;0
