id;name;is_main_group;sub_quantity;university_id;MGU_quantity;MIFI_quantity;SECH_quantity;MEI_quantity;MGIMO_quantity;HSE_quantity;PNIPU_quantity;MIREA_quantity;MTUSI_quantity;MAI_quantity;PGNIU_quantity;RUDN_quantity;ITMO_quantity;REU_quantity;MGTU_quantity;MFTI_quantity;open_sub_quantity;university;is_main_group_int
116496582;капризный ленгвист;f;62;;19;1;3;0;8;10;1;0;0;5;4;7;1;2;0;1;62;;0
123695926;Палата 69;f;47;-1;6;0;1;2;0;2;6;4;2;7;4;5;1;2;2;3;47;Не связана;0
38342897;ЧТЕЦЫ МСК;f;25;;1;0;0;0;16;1;0;0;0;0;0;3;0;1;2;1;25;;0
40776453;Работа для творческих людей (Москва);f;42;;4;1;0;1;1;10;0;3;3;4;2;5;1;2;5;0;42;;0
47218327;Путешествуй дешево PiratesRU;f;67;;8;4;0;4;5;7;7;0;1;1;12;5;5;3;3;2;67;;0
52257710;Bolshoi Theatre of Russia / Большой театр России;f;58;;19;3;2;1;4;3;2;1;2;3;5;3;2;3;4;1;58;;0
41890491;Моя Москва;f;160;;14;5;5;12;19;16;1;11;5;14;1;22;0;20;8;7;160;;0
30315369;Роскосмос;f;265;;39;14;4;15;8;6;8;9;5;63;15;4;7;4;43;21;265;;0
67401618;Вычислительная экономика;f;22;;2;0;0;0;2;14;0;0;0;0;0;0;0;1;0;3;22;;0
83415396;Родной звук;f;63;;12;2;0;1;4;16;0;1;1;4;3;5;2;1;9;2;63;;0
70409438;Короче, Википедия;f;66;;11;0;0;4;4;6;0;3;4;4;5;7;3;2;7;6;66;;0
76477496;ВКонтакте с авторами;f;254;;29;8;1;8;19;22;27;16;5;16;29;10;21;18;12;13;254;;0
159415165;MOTOR | Автомобили и ДТП;f;93;;8;4;0;2;3;5;13;3;4;14;5;7;3;11;8;3;93;;0
23433159;Тряхни Нормальность;f;96;;4;0;4;5;3;9;13;2;0;6;10;18;2;8;11;1;96;;0
147415323;VK Team;f;62;;6;2;0;3;0;4;3;1;1;1;4;1;15;1;14;6;62;;0
56386997;Маркет «4 сезона»;f;50;-1;4;7;2;1;3;8;2;4;0;2;0;3;1;4;5;4;50;Не связана;0
40710957;ТЕАТР;f;41;-1;9;1;1;0;0;9;2;1;0;1;9;3;2;2;1;0;41;Не связана;0
6827569;ФИЛОСОФИЯ | НАУКА | КУЛЬТУРА;f;103;;32;1;0;1;7;14;3;0;0;6;12;10;5;3;5;4;103;;0
31319658;RB.RU | Медиа про бизнес и технологии;f;111;;17;3;0;1;10;24;4;2;1;0;7;0;6;5;13;18;111;;0
31478728;Психология о жизни;f;98;;10;4;6;4;4;5;7;4;1;8;7;14;1;11;10;2;98;;0
31770686;MGIMO Case Club;f;37;;7;0;0;0;19;6;0;0;0;0;0;0;0;1;3;1;37;;0
32342123;SF Education;f;150;;32;3;1;1;17;50;3;0;0;2;1;3;0;10;17;9;149;;0
26456494;D4;f;102;;6;6;1;9;5;6;14;4;6;9;6;8;5;6;11;0;102;;0
32708863;Play;f;108;;9;3;1;5;5;8;10;8;7;8;9;14;6;12;1;2;108;;0
27315475;Кто не был студентом - тому не понять...;f;159;;19;3;6;7;9;11;3;3;7;18;10;19;5;15;24;0;159;;0
79042454;Мода Московского Метро;f;107;;18;0;10;3;6;27;0;2;4;7;3;4;1;6;11;5;107;;0
93429434;Такие дела;f;69;;22;1;3;1;3;12;2;0;0;1;6;5;2;4;3;4;69;;0
119359773;Хардкор;f;57;;10;1;3;2;2;4;5;1;0;4;5;9;1;1;8;1;57;;0
72326580;ОНА РАЗВАЛИЛАСЬ;f;52;;5;0;0;2;8;16;1;2;1;1;0;4;1;0;6;5;52;;0
161516291;Афиша.Онлайн - Москва;f;75;;11;3;4;3;2;15;0;3;2;8;2;3;0;7;9;3;75;;0
211437014;Артемий Лебедев;f;234;;25;8;3;12;10;15;19;10;12;24;17;10;15;15;21;18;234;;0
176864224;Берегите нервы, я мужчина-стерва;f;43;;15;1;4;2;1;8;2;0;0;3;3;0;1;0;3;0;43;;0
3305;Random Art;f;92;;7;3;0;4;4;7;5;6;8;7;5;1;10;10;4;11;92;;0
27211409;Немецкий язык;f;230;;32;4;8;6;26;37;6;1;6;10;14;14;10;18;13;25;230;;0
35608871;STEM JOBS | Работа в науке и индустрии;f;93;;31;6;6;1;0;2;3;1;0;0;7;3;2;0;10;21;93;;0
39830937;Future Biotech;f;40;;14;2;4;0;1;3;2;0;0;0;2;0;0;0;1;11;40;;0
36928352;Sci-Hub | Открытый доступ к научной информации;f;85;;18;8;2;5;2;3;4;0;0;7;3;3;2;1;5;22;85;;0
29439161;Бешеные Панды Умирают Стоя;f;87;;3;5;4;2;5;5;4;10;4;7;7;10;1;3;12;5;87;;0
35486626;Другая Музыка;f;213;;19;7;6;7;9;24;15;10;8;15;27;10;9;18;16;13;213;;0
47206871;Книги | Литература | Саморазвитие;f;93;;5;2;0;0;4;9;9;2;3;6;18;7;3;7;9;9;93;;0
28122932;Пирожки +;f;212;;23;5;3;1;10;16;15;11;8;11;33;16;13;23;9;15;212;;0
125004421;Настоящий Лентач;f;257;;36;9;10;12;17;49;9;8;4;10;16;10;12;6;26;23;257;;0
34737049;Сколтех;f;131;;45;9;2;2;0;7;2;0;0;4;3;1;1;0;25;30;131;;0
42556983;ЦМФ;f;74;;21;1;0;0;4;25;0;0;1;2;0;1;0;2;9;8;74;;0
27958051;Скучающий бoтaн;f;74;;9;2;0;4;3;7;4;2;0;1;6;0;4;0;15;17;74;;0
29115409;СТУДЕНТКА-ИСТОРИК;f;79;;15;2;0;2;11;20;0;1;1;1;14;5;2;4;1;0;79;;0
29823745;ВГИК;f;79;;8;3;1;6;5;13;2;0;3;8;1;4;5;5;12;3;79;;0
44601053;Polotno;f;47;;17;1;3;1;5;4;2;0;1;3;1;2;0;1;4;2;47;;0
113071474;Я ♡ КИНО;f;186;;7;2;1;11;3;8;23;11;12;20;20;19;13;13;13;10;186;;0
38683579;Литература | Великие поэты;f;545;;79;17;19;15;42;49;37;12;8;27;66;53;18;55;39;9;545;;0
36184135;Идеи дизайна интерьера;f;427;;23;8;7;13;19;28;69;22;16;25;58;41;28;40;15;15;427;;0
40498005;Психология отношений;f;180;;10;2;7;7;6;10;21;4;4;9;25;29;12;25;6;3;180;;0
69671264;Стихи давно забытого поэта;f;85;;21;2;13;6;4;4;3;1;0;4;6;5;0;2;13;1;85;;0
32127188;LOOK OF YOUNG;f;210;;23;5;18;7;17;30;9;2;3;5;26;25;3;24;11;2;210;;0
34305040;Словарный запас (EN);f;219;;37;2;22;8;4;26;13;7;10;11;14;28;8;17;11;1;219;;0
41887171;Источник знаний;f;97;;13;4;3;3;6;7;8;3;2;8;14;13;2;4;2;5;97;;0
31613023;Чёртов стыд;f;62;;4;2;2;4;4;4;3;3;5;2;3;14;2;4;6;0;62;;0
32370614;MARVEL/DC | Дэдпул и Росомаха;f;171;;17;4;5;3;6;15;8;10;9;16;13;13;7;12;26;7;171;;0
103027469;Наука и Техника;f;206;;21;4;3;9;4;9;23;15;5;24;18;15;12;9;29;6;206;;0
38462835;То, что вдохновляет…;f;165;;13;4;4;3;14;13;21;4;10;4;18;20;4;14;13;6;165;;0
38905391;Музеи и выставки Москвы;f;92;;19;3;7;5;11;9;0;3;1;4;1;9;0;11;7;2;92;;0
42879402;Удивительный мир | Природа | Путешествия;f;107;;14;2;13;7;4;11;3;4;1;6;6;8;6;9;10;3;107;;0
59570143;Вкратце | Москва!;f;208;;18;11;10;14;9;24;10;8;10;12;5;30;4;21;12;10;208;;0
62398004;Психология мыслей;f;76;;8;4;4;4;8;7;4;1;3;1;3;17;2;7;3;0;76;;0
7984081;Профком обучающихся МФТИ;f;100;297;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;97;100;МФТИ (Физтех);0
38363244;Путешествия;f;119;;9;5;2;2;1;14;13;8;4;5;9;20;5;13;6;3;119;;0
98169847;«Элементы»;f;36;-1;9;4;0;2;1;1;0;1;0;3;4;2;0;0;1;8;36;Не связана;0
145827737;Дом культуры «ГЭС-2»;f;41;;13;1;0;2;2;7;1;3;1;1;4;4;0;1;1;0;41;;0
65937233;МЦНМО;f;54;;21;2;0;1;0;6;0;0;0;3;0;1;2;0;4;14;54;;0
25869828;Природа мира;f;115;;18;1;5;8;7;5;16;5;1;4;12;9;4;6;9;5;115;;0
39538039;TheatreHD: театр в кино;f;40;-1;9;0;0;0;1;8;3;2;5;1;7;0;1;2;1;0;40;Не связана;0
82890055;Пикабу Познавательный;f;86;;12;5;4;4;3;5;5;1;3;6;4;3;6;4;17;4;86;;0
36507793;ПостНаука;f;401;;109;18;10;10;24;81;8;6;2;14;27;15;9;9;18;41;401;;0
51873373;Илон Маск / Elon Musk (Tesla, SpaceX, Neuralink);f;83;;6;8;3;1;4;10;6;3;3;10;5;1;5;1;13;4;83;;0
169934613;karpov.courses;f;55;;16;2;0;1;0;8;2;1;1;2;0;0;5;1;3;13;55;;0
25714310;Со смыслом..;f;55;-1;3;1;1;3;0;2;9;4;1;5;6;9;3;4;3;1;55;Не связана;0
27637181;Уроки макияжа | Косметика;f;79;;3;1;2;1;3;2;9;2;2;4;15;14;3;15;1;2;79;;0
135395111;Wild Mathing;f;46;;17;1;2;0;0;2;0;0;0;4;4;0;3;0;6;7;46;;0
28772416;Загадки Эйнштейна;f;131;;11;6;2;4;3;7;14;7;4;6;11;14;7;12;15;8;131;;0
30316056;WebM 2.0;f;71;;12;1;6;2;2;7;1;3;1;9;2;3;1;1;18;2;71;;0
93180780;HSE Case School;f;35;;6;0;0;0;1;21;0;0;0;1;0;0;0;0;5;1;35;;0
148115211;Математика – Просто | Алексей Савватеев;f;93;;22;12;1;4;0;6;4;1;0;6;3;1;8;0;4;21;93;;0
63146755;Клаустрофобия. Квесты в реальности;f;70;;11;1;3;0;5;15;1;8;4;5;0;3;1;4;6;3;70;;0
67041060;Galima HR;f;23;;2;0;0;1;5;10;0;0;0;0;1;3;1;0;0;0;23;;0
24606912;Союз Факультетов МГУ имени М.В. Ломоносова;f;48;2;47;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;48;МГУ;0
27917858;Новости Инициативной группы МГУ;f;118;2;107;0;0;1;1;3;0;0;0;2;0;0;0;0;1;3;118;МГУ;0
163984940;Карьера в Сбере;f;56;;4;12;0;1;1;8;2;4;1;1;2;1;1;7;5;6;56;;0
176441665;TEACH-IN ЛЕКЦИИ УЧЕНЫХ МГУ;f;27;2;26;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;27;МГУ;0
129056835;Международные стажировки для МФТИ;f;40;297;9;1;3;0;0;1;0;0;0;0;0;0;0;0;0;26;40;МФТИ (Физтех);0
122765959;Private Law Library | PLL;f;35;;13;0;0;0;8;8;0;0;0;0;4;1;0;0;1;0;35;;0
32131490;E s t h é t i q u e;f;134;;9;2;4;7;12;13;13;4;7;5;19;13;5;10;8;3;134;;0
148438786;оправдания для олега;f;100;;17;4;2;4;8;12;3;1;5;4;8;4;3;6;10;9;100;;0
45091870;Тёмный Уголок;f;128;;17;5;8;8;4;13;11;4;3;4;15;11;5;2;13;5;128;;0
51254145;Страдающее Средневековье;f;261;;53;5;7;11;17;39;10;8;4;13;31;7;8;9;16;23;261;;0
167479002;Школа 21 | School 21;f;38;;12;2;0;3;0;2;1;3;0;3;0;2;2;1;5;2;38;;0
20169232;Газета.Ru;f;55;;9;1;1;2;11;7;1;2;1;2;6;4;1;0;3;4;55;;0
34298047;Хэнк Муди;f;102;;8;4;3;5;8;8;13;6;2;1;11;13;1;12;4;3;102;;0
26389816;Петербург | Ретроспектива;f;43;;2;0;0;2;0;3;1;1;0;1;2;0;29;0;1;1;43;;0
30401645;Книжный магазин Фаланстер;f;128;;39;1;0;1;8;45;2;0;2;3;10;5;1;4;1;6;128;;0
31112617;плёнка;f;108;;19;7;6;6;6;16;0;4;3;4;6;6;8;4;10;3;108;;0
34662672;Чылік;f;74;;9;3;4;4;3;11;2;3;1;3;4;2;3;5;9;8;74;;0
44986529;Прогулки сквозь века;f;69;;13;3;3;0;6;11;3;1;0;2;7;6;2;3;6;3;69;;0
48369111;f/64;f;65;;7;2;2;0;4;13;3;2;2;3;13;5;5;1;2;1;65;;0
55404958;B U H A I & T A N C U I;f;115;;21;1;21;4;8;20;1;2;2;5;5;9;0;4;9;3;115;;0
56210743;Россия без нас;f;40;;5;1;1;0;4;19;1;1;1;0;0;0;0;1;4;2;40;;0
87564111;Cinema Critique;f;59;;13;1;2;2;5;6;2;2;1;3;3;4;1;3;6;5;59;;0
111162777;романтика городских окраин;f;52;;18;2;3;2;1;10;3;0;0;3;5;0;0;1;3;1;52;;0
111304851;Горький. О книгах и чтении;f;36;;12;0;0;0;2;6;3;0;0;0;8;1;1;1;1;1;36;;0
128176420;с каждым днем все радостнее жить;f;52;;18;4;1;4;1;4;1;1;2;5;2;0;0;2;6;1;52;;0
75895730;Медиазона;f;20;-1;3;2;0;1;1;9;0;1;0;0;2;0;0;0;1;0;20;Не связана;0
29369218;Мизантроп;f;105;;6;3;2;4;7;4;11;6;4;12;12;16;2;7;7;2;105;;0
65960786;Лепрозорий;f;295;;27;8;11;12;12;17;19;16;16;21;30;22;13;30;27;14;295;;0
23148107;MDK;f;176;;13;2;9;9;9;12;9;12;8;16;7;30;3;16;15;6;176;;0
33842750;Невероятный мир;f;84;-1;3;2;3;5;3;5;9;5;1;7;9;9;6;8;7;2;84;Не связана;0
19334776;Сатира Без Позитива / Новости с овощебазы;f;79;;6;0;1;2;4;10;10;8;5;3;7;2;5;3;7;6;79;;0
48540538;Подслушано Метро Москвы | Ищу тебя;f;120;;14;6;9;12;3;12;0;10;2;17;0;9;0;9;17;0;120;;0
97753059;ЕВРО-2020 в Санкт-Петербурге;f;29;;10;0;0;2;1;3;1;0;1;0;4;3;2;0;2;0;29;;0
54530371;Библиотека программиста;f;283;;28;22;1;16;4;21;10;15;8;26;23;2;27;6;41;33;283;;0
71741545;Google Россия;f;68;;11;4;0;3;4;12;1;1;2;1;6;0;5;5;6;7;68;;0
126212725;Москва с огоньком | Новости Москвы;f;62;;11;1;2;2;4;12;0;6;0;7;1;5;0;3;8;0;62;;0
28477986;НЕ ПОВЕРИШЬ!;f;191;;14;0;7;10;5;9;19;9;7;16;17;29;9;19;13;8;191;;0
29725517;59.RU – новости Перми;f;110;;0;0;0;0;1;0;46;0;0;0;62;0;0;0;0;1;110;;0
90413994;2D Among Us;f;45;;8;0;1;2;0;10;0;2;0;3;1;3;3;4;7;1;45;;0
25266684;Infogra.ru — Лучшее для дизайнера;f;50;;5;1;0;2;2;11;2;3;2;2;5;1;2;5;4;3;50;;0
25276999;Петр Осипов. Метаморфозы;f;172;;12;6;1;10;7;21;14;5;6;8;10;11;7;27;16;11;172;;0
27041765;Интересная планета - путешествия и туризм;f;64;;4;1;3;2;4;4;6;1;1;7;12;5;2;7;4;1;64;;0
27725748;Больше, чем фото;f;283;;12;6;10;9;21;24;27;10;9;13;24;37;17;34;19;11;283;;0
5074;Лайфхак;f;69;;6;0;2;4;6;2;8;4;1;6;9;12;4;3;1;1;69;;0
35145657;Apple;f;182;;16;9;5;9;9;19;6;9;4;14;9;25;5;17;24;2;182;;0
28938560;ИНТЕРЕСНЫЕ ФАКТЫ !;f;58;;2;2;2;1;1;1;6;2;3;2;12;7;2;12;3;0;58;;0
36959676;Интересные факты;f;222;;14;6;9;4;11;11;23;14;3;18;24;29;12;26;14;4;222;;0
28761941;Я в шоке!;f;111;;10;2;5;4;7;2;7;7;4;10;9;17;9;6;11;1;111;;0
25346844;5 интересных фактов;f;369;;32;11;17;8;30;37;35;12;12;20;29;43;14;37;24;8;369;;0
45745333;4ch;f;107;;11;5;8;6;3;9;1;4;1;13;5;11;2;3;23;2;107;;0
34215577;Подслушано – Здесь говорят о тебе;f;536;;56;16;21;17;34;52;22;21;21;38;43;69;19;39;48;20;536;;0
35486195;0% жирности;f;228;;17;2;12;8;10;16;29;5;11;6;32;37;10;26;5;2;228;;0
36008740;Я хочу...;f;120;;11;0;4;4;6;3;12;2;6;7;19;22;4;14;5;1;120;;0
39728801;90-60-90 | Спортивные девушки;f;119;;14;2;6;3;5;6;9;4;2;2;17;21;3;19;6;0;119;;0
2158488;LIVE;f;167;;21;9;5;5;9;11;10;7;5;8;19;17;13;7;11;10;167;;0
6136139;Знаете ли Вы?;f;79;;4;4;2;3;4;5;3;4;9;10;6;7;4;9;4;1;79;;0
91933860;N + 1;f;262;;49;18;6;8;10;34;6;7;3;17;12;5;13;4;32;38;262;;0
93343283;Химия – Просто;f;71;;20;4;4;3;2;3;7;2;0;5;7;1;1;0;6;6;71;;0
96196967;Дептранс Москвы;f;60;;8;1;1;3;5;11;2;7;2;7;0;4;1;4;3;1;60;;0
109196188;Ассоциация победителей олимпиад (АПО);f;48;;20;1;0;0;2;10;0;0;0;0;5;1;1;2;1;5;48;;0
112510789;Mash | Мэш;f;168;;16;5;5;14;6;11;15;8;8;18;15;16;4;4;17;6;168;;0
123560719;Подслушано в ДСЛ;f;27;;24;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;27;;0
92204627;VK Education;f;62;;10;3;0;1;0;3;1;0;2;6;2;3;6;1;16;8;62;;0
97156928;Фестиваль «Флаэртиана»;f;29;;0;0;0;0;0;0;4;0;0;0;25;0;0;0;0;0;29;;0
69295870;ЧП ДТП Пермь;f;84;;0;0;0;0;0;0;51;0;0;0;33;0;0;0;0;0;84;;0
69517105;Индейская деревня Дети Ветра (60 км от Перми);f;36;;0;0;0;0;0;1;8;0;0;0;27;0;0;0;0;0;36;;0
71723522;Квеструм QuestROOM №1 квесты в Перми!;f;30;;0;0;0;0;0;0;12;0;0;0;18;0;0;0;0;0;30;;0
70493648;Кусочек Фильма;f;117;;25;5;14;3;4;20;4;3;0;3;9;6;3;6;12;0;117;;0
162255584;Foodmarket | Фудмаркет | Кафе и доставка | Пермь;f;23;;0;0;0;0;0;0;14;0;0;0;9;0;0;0;0;0;23;;0
40567146;Лайфхак;f;181;;19;4;7;11;12;16;13;10;3;16;15;17;7;12;17;2;181;;0
35718846;Невероятные факты;f;92;;9;2;1;2;5;5;8;2;2;8;11;9;4;15;7;2;92;;0
77109534;Здоровое питание | Power of will;f;71;;5;1;7;3;2;5;4;1;3;0;15;5;8;8;3;1;71;;0
23408338;Культурно-образовательный центр Студсоюза МГУ;f;39;2;38;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;39;МГУ;0
40167434;Английский язык.;f;403;;44;9;14;10;37;52;30;8;7;16;31;50;12;44;26;13;403;;0
9471321;Курилка Гутенберга | Наука в лекциях;f;148;;42;8;12;4;3;17;4;6;1;10;8;4;4;4;9;12;148;;0
27895931;Новинки Музыки 2024 | Лучшая Музыка;f;243;;18;5;9;14;9;13;25;7;3;18;28;34;4;31;23;2;243;;0
34118551;Факты;f;136;;4;4;5;7;11;11;10;5;3;8;12;20;4;14;14;4;136;;0
39444069;Chop-Chop;f;80;;15;1;9;4;7;5;6;3;1;3;8;4;1;3;9;1;80;;0
92248679;Бластим;f;48;;23;2;8;0;0;1;0;2;0;0;3;0;0;0;0;9;48;;0
72605916;БИРЖА;f;35;-1;4;2;2;2;0;9;1;2;0;2;2;0;1;3;4;1;35;Не связана;0
103133619;BAUMAN MEMES | мемы мгту баумана;f;132;;3;3;0;2;0;1;0;2;0;3;0;0;1;0;117;0;132;;0
49135017;Dr;f;57;;10;2;9;0;4;14;2;2;0;0;4;3;0;1;6;0;57;;0
48413872;Magazines, books, newspapers in English, IELTS;f;102;;21;2;2;0;28;15;5;0;1;4;5;4;1;3;6;5;102;;0
41813928;Французский язык;f;246;;49;9;6;2;36;44;8;3;1;6;17;27;3;13;9;13;246;;0
8814453;мемгу;f;144;;120;2;0;1;1;7;0;2;0;1;0;0;0;0;6;4;144;;0
33489538;English | Английский язык;f;212;;24;6;7;9;20;27;11;5;3;7;28;17;10;20;10;8;212;;0
36164349;Сарказм;f;169;;12;4;4;6;9;13;18;9;10;9;16;20;9;21;7;2;169;;0
128254611;Карта истории;f;59;;11;1;1;2;6;14;0;2;2;2;5;3;1;3;2;4;59;;0
113070711;Секретные вакансии для путешественников;f;57;;13;1;0;2;4;11;3;1;1;2;9;1;2;3;3;1;57;;0
27179774;Владимир Маяковский;f;97;;18;4;2;4;8;17;4;1;1;3;10;7;2;8;5;3;97;;0
38818986;ШКЯ (шутки, кайф, яшперица);f;191;;29;6;8;6;10;24;10;9;4;6;16;7;13;10;21;12;191;;0
43010524;Гранты, Стажировки, Конкурсы, Летние Школы 2024;f;92;;34;7;3;1;4;14;0;1;0;1;6;5;3;3;6;4;92;;0
34274053;Интересная Москва;f;620;;67;19;29;22;41;82;3;24;33;55;2;71;2;67;71;32;620;;0
106403873;странные слайды презентаций;f;100;;18;2;3;4;11;22;1;3;1;2;6;5;4;5;9;4;100;;0
135856652;Физика для 2.7банов;f;95;;13;11;2;12;1;5;0;4;1;5;4;0;4;0;26;7;95;;0
111557607;Физкек;f;128;;23;8;0;4;0;7;1;2;0;4;1;0;0;0;7;71;128;;0
108468;Кинопоиск;f;268;;33;7;3;11;18;39;16;15;8;7;25;13;21;22;20;10;268;;0
460389;БОРЩ;f;316;;21;6;12;17;12;19;29;17;18;28;24;33;14;31;28;7;316;;0
24086381;Физтехи шутят;f;272;;29;22;1;5;0;9;4;5;2;10;5;0;8;2;19;151;272;;0
27932995;Прояснилось.;f;220;;33;7;10;9;14;25;15;3;3;10;22;25;10;13;17;4;220;;0
39733006;Продвинутая мама;f;73;;2;0;1;0;0;0;21;2;4;2;20;6;1;13;0;1;73;;0
90051042;Топ Twitter;f;63;;4;2;2;2;10;15;2;5;0;2;4;5;0;1;4;5;63;;0
101473197;как выглядят люди;f;56;;16;1;3;0;2;4;4;1;1;4;8;3;0;2;6;1;56;;0
104451457;Нейроновости;f;63;;22;1;4;2;1;5;0;1;1;2;5;3;2;0;5;9;63;;0
159146575;Мемуары ценителей научных мемов;f;73;;20;4;5;5;2;3;2;2;0;8;3;1;2;1;13;2;73;;0
133339;Cisco;f;22;;1;0;0;1;0;0;3;2;11;1;0;0;0;0;3;0;22;;0
346191;Интересные Факты;f;185;;11;8;9;8;5;7;20;8;6;13;13;25;10;24;14;4;185;;0
66669811;Skillbox: образовательная платформа;f;87;;12;4;0;3;1;10;7;1;2;4;10;5;8;8;7;5;87;;0
79041014;Живописность русских коммуналок;f;51;;16;0;2;0;4;5;2;2;1;4;7;1;0;0;4;3;51;;0
92583139;Случайный Ренессанс;f;107;;19;5;4;4;3;5;9;4;1;9;9;3;3;6;12;11;107;;0
193648656;ИА «ПАНОРАМА МГУ»;f;26;2;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;26;МГУ;0
109147221;Постмодерновые топонимы!;f;30;-1;9;2;0;1;1;3;0;0;1;3;1;1;3;0;3;2;30;Не связана;0
62830729;Gudim.;f;77;;9;1;4;2;2;9;3;1;2;7;9;2;6;2;12;6;77;;0
22884714;Команда Поддержки ВКонтакте;f;78;;15;4;1;5;2;7;3;3;2;5;8;2;6;5;5;5;78;;0
1177;РЭУ им. Г.В. Плеханова;t;5633;326;5;6;0;3;9;14;0;3;0;0;0;3;0;644;3;2;692;РЭУ им. Г. В. Плеханова;1
82566597;Medcase | Интересное в медицине;f;24;;4;0;16;0;0;0;1;0;0;0;0;2;0;0;0;1;24;;0
33769500;Достойные фильмы;f;328;;37;10;11;14;16;28;29;9;12;26;30;34;8;33;22;9;328;;0
23245066;Женские Хитрости | Лайфхакерша;f;81;;6;2;6;4;5;2;8;1;3;4;19;13;1;7;0;0;81;;0
35915449;Домашний уют | Своими руками;f;82;;8;7;2;2;6;3;8;6;2;2;7;11;5;10;2;1;82;;0
120580572;Психиатрия & Нейронауки;f;38;;8;0;11;0;3;4;1;0;0;0;3;2;0;0;4;2;38;;0
486026;Look At Me;f;43;;6;2;0;0;6;11;3;0;1;1;2;1;1;4;4;1;43;;0
46252034;Naked Science;f;219;;30;14;7;10;11;12;18;7;4;22;15;9;12;9;26;13;219;;0
46638176;Хабр Карьера;f;63;;10;5;0;2;1;4;1;4;5;2;5;1;9;3;6;5;63;;0
52526415;Art Traffic. Культура. Искусство;f;87;;20;5;2;0;5;18;2;1;0;3;10;7;5;3;4;2;87;;0
150550417;Reddit;f;115;;24;6;5;10;2;11;4;4;0;14;2;5;3;3;18;4;115;;0
67580761;КБ;f;193;;31;13;10;9;10;13;8;13;6;16;5;8;7;6;34;4;193;;0
94308479;Совет молодых ученых МГУ;f;30;2;27;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;30;МГУ;0
30553269;Винтаж;f;55;-1;9;1;4;0;4;9;2;0;3;2;8;5;1;2;5;0;55;Не связана;0
57844051;Психоделия по-советски;f;57;;16;4;1;3;4;8;1;1;1;0;4;3;1;0;6;4;57;;0
4569;другое кино;f;88;;13;3;2;2;5;16;4;3;3;1;10;8;5;4;1;8;88;;0
66630509;Моя дача;f;76;;1;3;1;3;1;1;16;10;4;7;12;5;4;3;2;3;76;;0
106572352;Фонд «Эволюция»;f;29;;11;0;1;0;2;4;0;1;0;1;3;0;2;0;1;3;29;;0
58060828;Подслушано  МГМУ им. Сеченова;f;78;215;3;1;72;0;0;0;0;0;0;0;0;1;0;1;0;0;78;Первый МГМУ им. И. М. Сеченова (Сеченовский Университет);0
52557389;Breaking mad;f;50;-1;8;5;2;1;5;8;1;3;1;1;3;3;3;1;2;3;50;Не связана;0
55157869;Голос. Дети;f;61;-1;5;1;2;3;4;9;6;1;3;2;4;8;4;4;2;3;61;Не связана;0
54384231;Рокетбанк;f;83;;6;1;1;1;5;15;1;0;4;3;2;2;8;8;16;10;83;;0
80512191;Newочём;f;105;;16;2;2;2;9;27;4;1;0;6;6;3;4;4;11;8;105;;0
76456136;Кинокультура;f;73;;12;3;2;2;5;10;4;1;0;2;11;6;2;2;6;5;73;;0
162467774;catharsis;f;39;;12;2;3;2;1;4;3;0;0;2;3;1;1;1;4;0;39;;0
29049670;смотри, что я нашел;f;52;-1;1;1;4;3;3;7;4;0;0;2;7;4;1;7;8;0;52;Не связана;0
30328106;КНИГИ;f;94;;10;4;5;4;4;5;10;2;3;3;17;4;4;13;4;2;94;;0
31862851;ПСИХОЛОГИЯ;f;97;;13;3;1;8;6;13;11;1;0;5;9;13;2;10;2;0;97;;0
48940689;Олимпийские игры;f;248;;25;11;6;6;20;21;22;11;6;14;38;18;14;13;13;10;248;;0
29543330;Коварный Переводчик ~ Cunning Interpreter;f;61;;12;2;1;0;12;10;5;0;1;4;5;3;0;3;2;1;61;;0
30210603;Пермь Активная;f;352;;4;0;0;0;0;2;154;0;0;0;191;0;0;0;1;0;352;;0
30602036;IGM;f;252;;18;2;6;12;9;12;24;14;11;31;20;19;22;11;32;9;252;;0
31513532;Книги;f;251;;23;11;8;9;10;18;22;3;8;12;39;27;13;23;15;10;251;;0
39488246;ГИФКИ;f;66;;6;4;2;1;2;4;4;6;5;10;4;5;1;0;11;1;66;;0
41680212;ПЕРМЬ АФИША;f;144;;2;0;0;0;0;0;58;0;0;0;84;0;0;0;0;0;144;;0
3967881;FURFUR;f;83;;9;4;0;4;12;24;0;0;1;1;5;4;2;5;7;5;83;;0
173165484;двухтысячные;f;52;;18;1;3;2;3;6;1;0;0;1;4;1;1;3;6;2;52;;0
152624627;Гусь Гагарик;f;114;;18;1;3;4;7;6;4;1;4;9;17;11;5;8;12;4;114;;0
37631861;Женское счастье | Психология;f;70;;3;3;1;1;5;4;7;4;2;6;14;11;1;4;1;3;70;;0
12818778;Wow Реклама | Маркетинг;f;105;;10;4;2;2;4;6;9;8;6;10;10;13;6;10;3;2;105;;0
